step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,0.639648,1.0,0.602564,0.0,0.8,0.95
2,264,What a,0.454346,0.613281,0.440151,-0.162413,0.8,0.95
3,27387,What a fascinating,0.005711,0.499268,0.497496,0.057345,0.8,0.95
4,8712,What a fascinating topic,0.234253,0.405273,0.346286,-0.15121,0.8,0.95
5,0,What a fascinating topic!,0.692383,0.39624,0.225777,-0.120509,0.8,0.95
6,6914,What a fascinating topic! Let,0.419678,0.245972,0.181832,-0.043945,0.8,0.95
7,596,What a fascinating topic! Let's,0.000634,0.42627,0.426102,0.24427,0.8,0.95
8,30963,What a fascinating topic! Let's dive,0.644531,0.467041,0.280005,-0.146096,0.8,0.95
9,1139,What a fascinating topic! Let's dive into,0.023483,0.45166,0.44507,0.165065,0.8,0.95
10,279,What a fascinating topic! Let's dive into the,0.046478,0.549805,0.533927,0.088857,0.8,0.95
11,4339,What a fascinating topic! Let's dive into the words,1.017578,0.416504,0.153166,-0.380761,0.8,0.95
12,369,What a fascinating topic! Let's dive into the words for,0.002464,0.523926,0.523124,0.369957,0.8,0.95
13,330,"What a fascinating topic! Let's dive into the words for """,0.000257,0.372803,0.372743,-0.15038,0.8,0.95
14,5227,"What a fascinating topic! Let's dive into the words for ""home",7e-06,0.280762,0.28076,-0.091983,0.8,0.95
15,1,"What a fascinating topic! Let's dive into the words for ""home""",1.3e-05,0.358398,0.358396,0.077635,0.8,0.95
16,304,"What a fascinating topic! Let's dive into the words for ""home"" in",0.022934,0.404053,0.398295,0.039899,0.8,0.95
17,11002,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese",0.006332,0.282715,0.281602,-0.116693,0.8,0.95
18,11,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese,",0.15686,0.378418,0.341536,0.059934,0.8,0.95
19,35217,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic",3.3e-05,0.393799,0.393791,0.052255,0.8,0.95
20,11,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic,",7e-06,0.451416,0.451414,0.057623,0.8,0.95
21,323,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and",3.5e-05,0.375244,0.375236,-0.076178,0.8,0.95
22,58953,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish",0.000349,0.261719,0.261662,-0.113574,0.8,0.95
23,11,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish,",0.604492,0.489502,0.305649,0.043987,0.8,0.95
24,323,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and",0.256348,0.66748,0.561166,0.255517,0.8,0.95
25,13488,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore",0.021652,0.477539,0.471115,-0.090051,0.8,0.95
26,279,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the",0.196411,0.628906,0.552156,0.081042,0.8,0.95
27,14604,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional",0.011292,0.556152,0.55225,9.4e-05,0.8,0.95
28,15696,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions",0.039917,0.381348,0.37189,-0.180361,0.8,0.95
29,3118,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present",1.174805,0.442627,0.119533,-0.252357,0.8,0.95
30,477,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or",0.302002,0.346436,0.281429,0.161896,0.8,0.95
31,28310,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent",0.002768,0.303467,0.302945,0.021516,0.8,0.95
32,304,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in",3.2e-05,0.550293,0.550282,0.247337,0.8,0.95
33,1855,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each",0.00063,0.537109,0.536899,-0.013383,0.8,0.95
34,4221,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language",0.013123,0.615723,0.610702,0.073803,0.8,0.95
35,596,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's",0.002934,0.467041,0.46619,-0.144513,0.8,0.95
36,43656,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception",0.006424,0.288818,0.287666,-0.178524,0.8,0.95
37,382,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

",0.311279,0.249146,0.200959,-0.086707,0.8,0.95
38,334,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**",0.616699,0.746582,0.460509,0.259551,0.8,0.95
39,52566,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese",0.014122,0.259277,0.257002,-0.203507,0.8,0.95
40,68063,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:**",0.744141,0.59082,0.317648,0.060646,0.8,0.95
41,320,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:** (",0.410156,0.453369,0.337831,0.020182,0.8,0.95
42,648,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:** (ie",0.181152,0.306885,0.272343,-0.065488,0.8,0.95
43,696,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:** (ie)

",0.722656,0.261475,0.144069,-0.128273,0.8,0.95
44,644,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:** (ie)

In",0.399902,0.317871,0.238889,0.094819,0.8,0.95
45,11002,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:** (ie)

In Japanese",0.015366,0.464844,0.460406,0.221517,0.8,0.95
46,11,"What a fascinating topic! Let's dive into the words for ""home"" in Japanese, Arabic, and Finnish, and explore the emotional dimensions present or absent in each language's conception.

**Japanese:** (ie)

In Japanese,",0.573242,0.403809,0.259982,-0.200424,0.8,0.95
