step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,1.140625,1.0,0.29129,0.0,0.8,0.95
2,264,What a,0.339355,0.564941,0.445822,0.154532,0.8,0.95
3,27387,What a fascinating,0.115479,0.522461,0.484974,0.039152,0.8,0.95
4,10137,What a fascinating prompt,0.558105,0.391357,0.255646,-0.229328,0.8,0.95
5,0,What a fascinating prompt!,0.138916,0.391846,0.358024,0.102378,0.8,0.95
6,5810,What a fascinating prompt! Here,0.73877,0.29248,0.158225,-0.199799,0.8,0.95
7,596,What a fascinating prompt! Here's,0.027115,0.537598,0.528541,0.370315,0.8,0.95
8,264,What a fascinating prompt! Here's a,0.011009,0.598633,0.594538,0.065997,0.8,0.95
9,5609,What a fascinating prompt! Here's a song,0.007046,0.499756,0.497568,-0.09697,0.8,0.95
10,358,What a fascinating prompt! Here's a song I,0.937012,0.34082,0.142395,-0.355173,0.8,0.95
11,3782,What a fascinating prompt! Here's a song I came,0.070007,0.391846,0.374801,0.232406,0.8,0.95
12,709,What a fascinating prompt! Here's a song I came up,1e-06,0.358154,0.358154,-0.016647,0.8,0.95
13,449,What a fascinating prompt! Here's a song I came up with,8e-06,0.22229,0.222289,-0.135865,0.8,0.95
14,11,"What a fascinating prompt! Here's a song I came up with,",0.116394,0.566895,0.525897,0.303608,0.8,0.95
15,1405,"What a fascinating prompt! Here's a song I came up with, where",0.772461,0.413574,0.215076,-0.310821,0.8,0.95
16,1855,"What a fascinating prompt! Here's a song I came up with, where each",0.001241,0.510742,0.510348,0.295272,0.8,0.95
17,33487,"What a fascinating prompt! Here's a song I came up with, where each verse",1.8e-05,0.296875,0.296872,-0.213477,0.8,0.95
18,374,"What a fascinating prompt! Here's a song I came up with, where each verse is",0.000174,0.588867,0.588804,0.291932,0.8,0.95
19,304,"What a fascinating prompt! Here's a song I came up with, where each verse is in",0.00428,0.438721,0.437554,-0.15125,0.8,0.95
20,264,"What a fascinating prompt! Here's a song I came up with, where each verse is in a",3e-06,0.594727,0.594725,0.157171,0.8,0.95
21,2204,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different",1.3e-05,0.591309,0.591304,-0.003422,0.8,0.95
22,4221,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language",0.000173,0.301514,0.301481,-0.289822,0.8,0.95
23,11,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language,",0.210938,0.68457,0.594849,0.293367,0.8,0.95
24,719,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but",0.565918,0.721191,0.467603,-0.127246,0.8,0.95
25,13551,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares",0.46167,0.473877,0.337945,-0.129658,0.8,0.95
26,279,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the",0.001963,0.462646,0.462082,0.124138,0.8,0.95
27,1890,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the same",3.1e-05,0.457275,0.457267,-0.004816,0.8,0.95
28,98034,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the same rhyme",0.000161,0.427734,0.427692,-0.029575,0.8,0.95
29,5497,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the same rhyme pattern",0.0354,0.425781,0.416416,-0.011276,0.8,0.95
30,13,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the same rhyme pattern.",0.815918,0.37915,0.186937,-0.229479,0.8,0.95
31,358,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the same rhyme pattern. I",0.568848,0.254639,0.164638,-0.022299,0.8,0.95
32,3358,"What a fascinating prompt! Here's a song I came up with, where each verse is in a different language, but shares the same rhyme pattern. I'll",0.692383,0.529297,0.301592,0.136955,0.8,0.95
