step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,49165,Systems,0.09613,1.0,0.940271,0.0,0.8,0.95
2,10334,Systems theory,0.010796,0.320068,0.317921,-0.622349,0.8,0.95
3,706,Systems theory has,0.856934,0.530273,0.247933,-0.069988,0.8,0.95
4,6476,Systems theory has played,0.342773,0.527344,0.415032,0.167098,0.8,0.95
5,264,Systems theory has played a,0.000995,0.644043,0.643645,0.228613,0.8,0.95
6,5199,Systems theory has played a significant,0.860352,0.587891,0.273624,-0.370021,0.8,0.95
7,3560,Systems theory has played a significant role,0.000336,0.50293,0.502825,0.229201,0.8,0.95
8,304,Systems theory has played a significant role in,-0.0,0.474609,0.474609,-0.028215,0.8,0.95
9,653,Systems theory has played a significant role in un,0.038849,0.303955,0.296618,-0.177991,0.8,0.95
10,7922,Systems theory has played a significant role in unifying,4e-06,0.117676,0.117675,-0.178943,0.8,0.95
11,6677,Systems theory has played a significant role in unifying knowledge,0.001711,0.482666,0.482153,0.364477,0.8,0.95
12,4028,Systems theory has played a significant role in unifying knowledge across,2.4e-05,0.395508,0.395502,-0.086651,0.8,0.95
13,49255,Systems theory has played a significant role in unifying knowledge across disciplines,0.233032,0.403809,0.345341,-0.050161,0.8,0.95
14,555,Systems theory has played a significant role in unifying knowledge across disciplines by,0.600098,0.351318,0.220325,-0.125015,0.8,0.95
15,8405,Systems theory has played a significant role in unifying knowledge across disciplines by providing,0.052368,0.40625,0.393031,0.172706,0.8,0.95
16,264,Systems theory has played a significant role in unifying knowledge across disciplines by providing a,0.000134,0.66748,0.667425,0.274394,0.8,0.95
17,4279,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common,0.916992,0.742188,0.319319,-0.348106,0.8,0.95
18,12914,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework,0.457275,0.413574,0.296069,-0.02325,0.8,0.95
19,369,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for,0.118835,0.458252,0.424416,0.128347,0.8,0.95
20,8830,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding,0.052734,0.556641,0.538402,0.113986,0.8,0.95
21,6485,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex,0.269043,0.744629,0.620152,0.081751,0.8,0.95
22,6067,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems,0.796875,0.45874,0.231606,-0.388547,0.8,0.95
23,430,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that,1.402344,0.529297,0.068107,-0.163499,0.8,0.95
24,31324,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit,1.339844,0.379639,0.063593,-0.004515,0.8,0.95
25,7425,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emerg,0.970703,0.237305,0.094179,0.030586,0.8,0.95
26,306,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent,2.6e-05,0.438477,0.438469,0.344291,0.8,0.95
27,7865,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior,0.84082,0.41748,0.199376,-0.239094,0.8,0.95
28,13,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior.,0.397461,0.325684,0.245254,0.045878,0.8,0.95
29,3296,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By,1.307617,0.308105,0.05778,-0.187474,0.8,0.95
30,19486,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying,1.328125,0.390381,0.068234,0.010455,0.8,0.95
31,6067,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems,0.180786,0.553711,0.491513,0.423279,0.8,0.95
32,7422,Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking,0.928223,0.52002,0.220105,-0.271408,0.8,0.95
33,11,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking,",0.397949,0.456787,0.343842,0.123737,0.8,0.95
34,12074,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers",0.290771,0.382812,0.313651,-0.030191,0.8,0.95
35,323,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and",0.89502,0.346191,0.153672,-0.159979,0.8,0.95
36,31839,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars",1.010742,0.331299,0.12324,-0.030432,0.8,0.95
37,505,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from",0.46875,0.331055,0.234635,0.111395,0.8,0.95
38,5370,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various",0.615723,0.610352,0.376849,0.142215,0.8,0.95
39,5151,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields",0.193237,0.276611,0.2434,-0.133449,0.8,0.95
40,11,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields,",0.956543,0.553223,0.224424,-0.018976,0.8,0.95
41,2737,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including",0.13269,0.54834,0.503132,0.278708,0.8,0.95
42,22027,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including physics",0.000273,0.42334,0.423268,-0.079864,0.8,0.95
43,11,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including physics,",-0.0,0.419189,0.419189,-0.004079,0.8,0.95
44,34458,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including physics, biology",9.1e-05,0.376709,0.376688,-0.042502,0.8,0.95
45,11,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including physics, biology,",2e-06,0.496582,0.496581,0.119894,0.8,0.95
46,323,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including physics, biology, and",0.218018,0.808594,0.69906,0.202479,0.8,0.95
47,3674,"Systems theory has played a significant role in unifying knowledge across disciplines by providing a common framework for understanding complex systems that exhibit emergent behavior. By applying systems thinking, researchers and scholars from various fields, including physics, biology, and social",0.101868,0.52002,0.487105,-0.211955,0.8,0.95
