step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,0.399658,1.0,0.751678,0.0,0.8,0.95
2,264,What a,0.204102,0.591797,0.516748,-0.23493,0.8,0.95
3,27387,What a fascinating,0.002853,0.500488,0.499601,-0.017147,0.8,0.95
4,8712,What a fascinating topic,0.053925,0.422363,0.408212,-0.091389,0.8,0.95
5,0,What a fascinating topic!,0.47168,0.388672,0.274763,-0.133449,0.8,0.95
6,578,What a fascinating topic! The,0.771484,0.297119,0.154695,-0.120068,0.8,0.95
7,7434,What a fascinating topic! The concept,0.010757,0.403809,0.40111,0.246415,0.8,0.95
8,315,What a fascinating topic! The concept of,2e-06,0.470459,0.470458,0.069349,0.8,0.95
9,330,"What a fascinating topic! The concept of """,0.386719,0.359863,0.273395,-0.197064,0.8,0.95
10,59677,"What a fascinating topic! The concept of ""truth",9e-05,0.206543,0.206531,-0.066863,0.8,0.95
11,1,"What a fascinating topic! The concept of ""truth""",1.3e-05,0.366699,0.366696,0.160165,0.8,0.95
12,649,"What a fascinating topic! The concept of ""truth"" can",0.79248,0.589355,0.299159,-0.067537,0.8,0.95
13,387,"What a fascinating topic! The concept of ""truth"" can be",0.812012,0.512695,0.254025,-0.045135,0.8,0.95
14,264,"What a fascinating topic! The concept of ""truth"" can be a",1.526367,0.635742,0.032814,-0.221211,0.8,0.95
15,6485,"What a fascinating topic! The concept of ""truth"" can be a complex",0.453613,0.573242,0.411676,0.378863,0.8,0.95
16,323,"What a fascinating topic! The concept of ""truth"" can be a complex and",0.000693,0.52002,0.519796,0.108119,0.8,0.95
17,62387,"What a fascinating topic! The concept of ""truth"" can be a complex and multif",1.120117,0.179443,0.054557,-0.465239,0.8,0.95
18,582,"What a fascinating topic! The concept of ""truth"" can be a complex and multifac",3.3e-05,0.298584,0.298578,0.244021,0.8,0.95
19,25489,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted",1e-05,0.11499,0.11499,-0.183588,0.8,0.95
20,7434,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept",1.359375,0.45874,0.071276,-0.043714,0.8,0.95
21,4028,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across",1.104492,0.386475,0.121253,0.049977,0.8,0.95
22,2204,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different",0.806641,0.798828,0.39846,0.277208,0.8,0.95
23,27833,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures",0.039764,0.362549,0.353591,-0.044869,0.8,0.95
24,13,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures.",0.830078,0.360352,0.174498,-0.179093,0.8,0.95
25,6914,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let",0.547363,0.245117,0.161754,-0.012744,0.8,0.95
26,596,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's",0.013191,0.436768,0.433188,0.271434,0.8,0.95
27,30963,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive",0.552246,0.479736,0.315125,-0.118063,0.8,0.95
28,1139,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive into",0.011795,0.40625,0.403273,0.088148,0.8,0.95
29,279,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive into the",0.663086,0.656738,0.386163,-0.01711,0.8,0.95
30,19476,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive into the concepts",1.166992,0.406738,0.111815,-0.274348,0.8,0.95
31,315,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive into the concepts of",0.028687,0.413818,0.406442,0.294627,0.8,0.95
32,330,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive into the concepts of """,0.695801,0.464355,0.263603,-0.14284,0.8,0.95
33,59677,"What a fascinating topic! The concept of ""truth"" can be a complex and multifaceted concept across different cultures. Let's dive into the concepts of ""truth",0.188965,0.17688,0.156112,-0.107491,0.8,0.95
