step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,8586,Here,0.69043,1.0,0.571012,0.0,0.8,0.95
2,527,Here are,0.004192,0.550781,0.549347,-0.021665,0.8,0.95
3,279,Here are the,6.5e-05,0.737305,0.737275,0.187929,0.8,0.95
4,37793,Here are the translations,0.026489,0.38623,0.379874,-0.357401,0.8,0.95
5,1473,"Here are the translations:

",0.617188,0.236328,0.145701,-0.234173,0.8,0.95
6,334,"Here are the translations:

**",0.902832,0.713867,0.313415,0.167714,0.8,0.95
7,23392,"Here are the translations:

**English",0.498047,0.25293,0.17466,-0.138756,0.8,0.95
8,68063,"Here are the translations:

**English:**",0.225342,0.436523,0.375405,0.200745,0.8,0.95
9,330,"Here are the translations:

**English:** """,0.699219,0.425781,0.240801,-0.134604,0.8,0.95
10,791,"Here are the translations:

**English:** ""The",3e-06,0.200806,0.200805,-0.039996,0.8,0.95
11,13180,"Here are the translations:

**English:** ""The sky",0.000417,0.205688,0.205635,0.00483,0.8,0.95
12,43457,"Here are the translations:

**English:** ""The sky remembers",0.002352,0.333984,0.333496,0.127861,0.8,0.95
13,1475,"Here are the translations:

**English:** ""The sky remembers every",2.7e-05,0.420898,0.420891,0.087395,0.8,0.95
14,13766,"Here are the translations:

**English:** ""The sky remembers every storm",-0.0,0.283447,0.283447,-0.137444,0.8,0.95
15,10246,"Here are the translations:

**English:** ""The sky remembers every storm.""
",0.761719,0.131714,0.069376,-0.214071,0.8,0.95
16,334,"Here are the translations:

**English:** ""The sky remembers every storm.""
**",0.00041,0.437744,0.437633,0.368257,0.8,0.95
17,52566,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese",0.002647,0.287109,0.286637,-0.150996,0.8,0.95
18,68063,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:**",0.028625,0.397461,0.390392,0.103755,0.8,0.95
19,320,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (",1.014648,0.340332,0.125774,-0.264617,0.8,0.95
20,33787,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten",0.941895,0.404785,0.167892,0.042118,0.8,0.95
21,10667,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa",1.310547,0.420166,0.07803,-0.089862,0.8,0.95
22,802,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa ar",0.449951,0.301758,0.217395,0.139366,0.8,0.95
23,20111,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware",0.925293,0.317871,0.135122,-0.082274,0.8,0.95
24,559,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware sh",1.291016,0.319824,0.063276,-0.071845,0.8,0.95
25,72,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi",1.155273,0.375244,0.105889,0.042613,0.8,0.95
26,912,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no",1.395508,0.648926,0.086257,-0.019633,0.8,0.95
27,20548,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no ki",0.577637,0.59375,0.38065,0.294393,0.8,0.95
28,16900,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no kioku",0.083252,0.66748,0.632953,0.252304,0.8,0.95
29,297,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no kioku o",0.587402,0.686523,0.435961,-0.196993,0.8,0.95
30,10814,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no kioku o ts",1.554688,0.340576,0.011586,-0.424375,0.8,0.95
31,3178,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no kioku o tsuk",0.37085,0.463623,0.356794,0.345208,0.8,0.95
32,53072,"Here are the translations:

**English:** ""The sky remembers every storm.""
**Japanese:** (Ten wa araware shi no kioku o tsukamu",0.426758,0.182373,0.134015,-0.222779,0.8,0.95
