step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,9023,Dr,1.164062,1.0,0.276727,0.0,0.8,0.95
2,13,Dr.,8e-06,0.563477,0.563474,0.286746,0.8,0.95
3,36035,Dr. Emma,1.00293,0.581055,0.218967,-0.344506,0.8,0.95
4,16844,Dr. Emma Taylor,0.039459,0.4646,0.453209,0.234241,0.8,0.95
5,11,"Dr. Emma Taylor,",0.00824,0.341553,0.339804,-0.113405,0.8,0.95
6,264,"Dr. Emma Taylor, a",0.000107,0.701172,0.701125,0.361321,0.8,0.95
7,37048,"Dr. Emma Taylor, a renowned",0.060211,0.655273,0.630759,-0.070366,0.8,0.95
8,39603,"Dr. Emma Taylor, a renowned lingu",0.032898,0.320557,0.314004,-0.316755,0.8,0.95
9,380,"Dr. Emma Taylor, a renowned linguist",0.000512,0.307129,0.307031,-0.006973,0.8,0.95
10,11,"Dr. Emma Taylor, a renowned linguist,",0.148926,0.408447,0.370653,0.063621,0.8,0.95
11,1047,"Dr. Emma Taylor, a renowned linguist, had",1.021484,0.468506,0.171153,-0.1995,0.8,0.95
12,2744,"Dr. Emma Taylor, a renowned linguist, had always",0.780273,0.530762,0.273443,0.10229,0.8,0.95
13,1027,"Dr. Emma Taylor, a renowned linguist, had always been",0.000477,0.485596,0.485452,0.212009,0.8,0.95
14,61914,"Dr. Emma Taylor, a renowned linguist, had always been fascinated",0.009972,0.349609,0.347443,-0.138008,0.8,0.95
15,555,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by",3.7e-05,0.369873,0.369865,0.022421,0.8,0.95
16,279,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the",0.006538,0.592285,0.589879,0.220014,0.8,0.95
17,13336,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility",1.194336,0.354492,0.09143,-0.498449,0.8,0.95
18,315,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of",2.2e-05,0.507812,0.507805,0.416376,0.8,0.95
19,11741,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extr",0.422607,0.222778,0.164281,-0.343524,0.8,0.95
20,977,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extrater",0.000225,0.371582,0.37153,0.207249,0.8,0.95
21,53686,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial",5e-06,0.38623,0.386229,0.014699,0.8,0.95
22,2324,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life",0.114014,0.446533,0.4149,0.028671,0.8,0.95
23,13,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life.",0.03894,0.242065,0.236209,-0.178692,0.8,0.95
24,3277,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life. When",0.925293,0.351807,0.149547,-0.086662,0.8,0.95
25,1364,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life. When she",0.927734,0.409912,0.173625,0.024078,0.8,0.95
26,4036,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life. When she received",0.428711,0.344727,0.252901,0.079276,0.8,0.95
27,279,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life. When she received the",1.178711,0.693359,0.185561,-0.06734,0.8,0.95
28,3754,"Dr. Emma Taylor, a renowned linguist, had always been fascinated by the possibility of extraterrestrial life. When she received the news",1.299805,0.460205,0.088537,-0.097024,0.8,0.95
