step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,644,In,0.730469,1.0,0.546134,0.0,0.8,0.95
2,264,In a,0.693848,0.496582,0.2825,-0.263635,0.8,0.95
3,2678,In a small,0.281738,0.640137,0.528078,0.245579,0.8,0.95
4,14458,In a small village,0.246216,0.394043,0.333761,-0.194317,0.8,0.95
5,89777,In a small village nestled,0.144287,0.500488,0.455619,0.121858,0.8,0.95
6,304,In a small village nestled in,0.569824,0.466309,0.301211,-0.154408,0.8,0.95
7,279,In a small village nestled in the,0.077637,0.617676,0.58788,0.286669,0.8,0.95
8,4851,In a small village nestled in the heart,0.879883,0.359863,0.163125,-0.424755,0.8,0.95
9,315,In a small village nestled in the heart of,0.000146,0.42627,0.426231,0.263105,0.8,0.95
10,264,In a small village nestled in the heart of a,0.04071,0.59375,0.578731,0.1525,0.8,0.95
11,29050,In a small village nestled in the heart of a dense,0.956543,0.625977,0.253938,-0.324794,0.8,0.95
12,13952,In a small village nestled in the heart of a dense forest,0.052673,0.311035,0.300856,0.046918,0.8,0.95
13,11,"In a small village nestled in the heart of a dense forest,",3.3e-05,0.530762,0.530751,0.229895,0.8,0.95
14,1070,"In a small village nestled in the heart of a dense forest, there",0.000972,0.564453,0.564112,0.033361,0.8,0.95
15,574,"In a small village nestled in the heart of a dense forest, there was",0.864746,0.491211,0.227285,-0.336828,0.8,0.95
16,264,"In a small village nestled in the heart of a dense forest, there was a",0.001204,0.523438,0.523046,0.295761,0.8,0.95
17,3492,"In a small village nestled in the heart of a dense forest, there was a word",1.177734,0.395508,0.106088,-0.416958,0.8,0.95
18,430,"In a small village nestled in the heart of a dense forest, there was a word that",0.129272,0.487549,0.448388,0.3423,0.8,0.95
19,1047,"In a small village nestled in the heart of a dense forest, there was a word that had",1.235352,0.705078,0.163883,-0.284505,0.8,0.95
20,1027,"In a small village nestled in the heart of a dense forest, there was a word that had been",0.837891,0.472656,0.226586,0.062703,0.8,0.95
21,5946,"In a small village nestled in the heart of a dense forest, there was a word that had been passed",1.216797,0.359863,0.087793,-0.138794,0.8,0.95
22,1523,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down",0.000624,0.647461,0.64721,0.559417,0.8,0.95
23,1555,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through",0.345215,0.63916,0.502064,-0.145146,0.8,0.95
24,22540,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations",0.012932,0.424072,0.420665,-0.081399,0.8,0.95
25,13,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations.",0.59668,0.405273,0.255023,-0.165642,0.8,0.95
26,1102,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It",0.394287,0.327148,0.247002,-0.008021,0.8,0.95
27,574,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was",0.002289,0.461426,0.46077,0.213767,0.8,0.95
28,264,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a",0.164185,0.547363,0.491525,0.030755,0.8,0.95
29,4382,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple",1.248047,0.631348,0.141766,-0.349759,0.8,0.95
30,3492,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word",0.342285,0.423828,0.333691,0.191925,0.8,0.95
31,11,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word,",0.002535,0.696777,0.69568,0.361989,0.8,0.95
32,3686,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet",1.076172,0.471924,0.156366,-0.539314,0.8,0.95
33,1202,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its",0.907715,0.473145,0.206293,0.049928,0.8,0.95
34,7438,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning",0.180542,0.313232,0.278095,0.071802,0.8,0.95
35,574,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was",0.45874,0.509277,0.364117,0.086022,0.8,0.95
36,559,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was sh",0.433838,0.278809,0.203653,-0.160464,0.8,0.95
37,583,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrou",0.000238,0.170654,0.170629,-0.033024,0.8,0.95
38,9988,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded",0.000116,0.145874,0.145864,-0.024766,0.8,0.95
39,304,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in",1.3e-05,0.600586,0.600581,0.454717,0.8,0.95
40,23347,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery",0.004105,0.279541,0.278828,-0.321753,0.8,0.95
41,13,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery.",0.041779,0.322998,0.314614,0.035785,0.8,0.95
42,578,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The",0.136475,0.392334,0.359065,0.044452,0.8,0.95
43,61921,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers",0.106934,0.278564,0.260056,-0.099009,0.8,0.95
44,2663,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called",1.333008,0.264648,0.045455,-0.214601,0.8,0.95
45,433,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it",0.011322,0.500488,0.496967,0.451513,0.8,0.95
46,330,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it """,0.150146,0.469238,0.425462,-0.071505,0.8,0.95
47,42,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""K",1.200195,0.462891,0.117702,-0.30776,0.8,0.95
48,269,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Kor",0.650391,0.489746,0.291835,0.174132,0.8,0.95
49,85,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korv",0.88916,0.530762,0.237534,-0.054301,0.8,0.95
50,589,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath",0.70166,0.517578,0.291932,0.054398,0.8,0.95
51,1359,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,""",0.867188,0.170898,0.078816,-0.213116,0.8,0.95
52,323,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and",0.07428,0.495605,0.472732,0.393916,0.8,0.95
53,433,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it",0.92627,0.36792,0.156173,-0.316559,0.8,0.95
54,574,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was",0.134033,0.451172,0.413599,0.257425,0.8,0.95
55,1071,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said",0.440186,0.379883,0.275984,-0.137615,0.8,0.95
56,430,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that",0.576172,0.541504,0.347648,0.071664,0.8,0.95
57,912,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no",1.536133,0.362549,0.016513,-0.331135,0.8,0.95
58,832,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one",0.546387,0.472656,0.312195,0.295682,0.8,0.95
59,1047,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had",0.950684,0.566895,0.232034,-0.080161,0.8,0.95
60,3596,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever",0.431641,0.875488,0.640688,0.408654,0.8,0.95
61,1027,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been",1.030273,0.571289,0.205581,-0.435107,0.8,0.95
62,3025,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been able",0.003914,0.373291,0.372383,0.166802,0.8,0.95
63,311,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been able to",0.000274,0.515137,0.515049,0.142666,0.8,0.95
64,15025,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been able to translate",0.73877,0.439453,0.237734,-0.277315,0.8,0.95
65,433,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been able to translate it",0.496826,0.557617,0.385483,0.147749,0.8,0.95
66,30357,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been able to translate it accurately",1.53125,0.634766,0.030837,-0.354646,0.8,0.95
67,382,"In a small village nestled in the heart of a dense forest, there was a word that had been passed down through generations. It was a simple word, yet its meaning was shrouded in mystery. The villagers called it ""Korvath,"" and it was said that no one had ever been able to translate it accurately.

",0.022797,0.136353,0.134421,0.103584,0.8,0.95
