step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,644,In,0.349854,1.0,0.782624,0.0,0.8,0.95
2,93722,In twilight,0.371582,0.5625,0.432632,-0.349992,0.8,0.95
3,596,In twilight's,0.028702,0.616699,0.605701,0.17307,0.8,0.95
4,305,In twilight's h,0.018051,0.289795,0.286545,-0.319157,0.8,0.95
5,1136,In twilight's hush,0.002827,0.184204,0.183881,-0.102664,0.8,0.95
6,11,"In twilight's hush,",0.000403,0.661133,0.660967,0.477087,0.8,0.95
7,1405,"In twilight's hush, where",0.00195,0.398193,0.397711,-0.263256,0.8,0.95
8,71057,"In twilight's hush, where echoes",1.135742,0.319092,0.093916,-0.303795,0.8,0.95
9,15366,"In twilight's hush, where echoes fade",0.911133,0.361084,0.156668,0.062751,0.8,0.95
10,311,"In twilight's hush, where echoes fade to",1.033203,0.396973,0.14213,-0.014538,0.8,0.95
11,6453,"In twilight's hush, where echoes fade to dark",1.238281,0.315918,0.072855,-0.069275,0.8,0.95
12,345,"In twilight's hush, where echoes fade to dark,
",0.048798,0.303955,0.294739,0.221885,0.8,0.95
13,32,"In twilight's hush, where echoes fade to dark,
A",0.076111,0.224976,0.214336,-0.080403,0.8,0.95
14,3363,"In twilight's hush, where echoes fade to dark,
A city",1.224609,0.440186,0.105252,-0.109085,0.8,0.95
15,596,"In twilight's hush, where echoes fade to dark,
A city's",1.025391,0.535645,0.194379,0.089128,0.8,0.95
16,89248,"In twilight's hush, where echoes fade to dark,
A city's whispers",0.983398,0.496826,0.193256,-0.001124,0.8,0.95
17,40609,"In twilight's hush, where echoes fade to dark,
A city's whispers linger",0.924805,0.411621,0.175098,-0.018157,0.8,0.95
18,11,"In twilight's hush, where echoes fade to dark,
A city's whispers linger,",0.013771,0.606934,0.60174,0.426642,0.8,0.95
19,5675,"In twilight's hush, where echoes fade to dark,
A city's whispers linger, lost",0.719727,0.478516,0.264528,-0.337213,0.8,0.95
20,304,"In twilight's hush, where echoes fade to dark,
A city's whispers linger, lost in",0.477539,0.53125,0.373622,0.109094,0.8,0.95
21,279,"In twilight's hush, where echoes fade to dark,
A city's whispers linger, lost in the",0.671387,0.801758,0.4673,0.093678,0.8,0.95
22,15541,"In twilight's hush, where echoes fade to dark,
A city's whispers linger, lost in the spark",1.333008,0.134521,0.023105,-0.444195,0.8,0.95
