step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,83146,Climate,0.111023,1.0,0.931018,0.0,0.8,0.95
2,4211,Climate models,0.087524,0.28833,0.27265,-0.658367,0.8,0.95
3,1514,Climate models play,0.714355,0.329834,0.183436,-0.089214,0.8,0.95
4,264,Climate models play a,7.7e-05,0.670898,0.670866,0.48743,0.8,0.95
5,16996,Climate models play a crucial,0.15271,0.493896,0.447034,-0.223833,0.8,0.95
6,3560,Climate models play a crucial role,2.8e-05,0.469971,0.469962,0.022929,0.8,0.95
7,304,Climate models play a crucial role in,-0.0,0.506836,0.506836,0.036874,0.8,0.95
8,52997,Climate models play a crucial role in predicting,0.779297,0.5,0.257898,-0.248938,0.8,0.95
9,3938,Climate models play a crucial role in predicting future,0.020523,0.72998,0.720672,0.462774,0.8,0.95
10,10182,Climate models play a crucial role in predicting future climate,0.01532,0.632812,0.626789,-0.093883,0.8,0.95
11,4787,Climate models play a crucial role in predicting future climate conditions,0.259521,0.405273,0.339923,-0.286866,0.8,0.95
12,555,Climate models play a crucial role in predicting future climate conditions by,0.620117,0.38501,0.236665,-0.103258,0.8,0.95
13,1701,Climate models play a crucial role in predicting future climate conditions by using,1.055664,0.494385,0.170107,-0.066558,0.8,0.95
14,828,Climate models play a crucial role in predicting future climate conditions by using data,0.297363,0.446533,0.364031,0.193923,0.8,0.95
15,40054,Climate models play a crucial role in predicting future climate conditions by using data assim,7e-05,0.275146,0.275134,-0.088896,0.8,0.95
16,13763,Climate models play a crucial role in predicting future climate conditions by using data assimilation,6.8e-05,0.293945,0.293933,0.018798,0.8,0.95
17,12823,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques,0.478271,0.655762,0.460891,0.166958,0.8,0.95
18,311,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to,0.047913,0.458496,0.444847,-0.016044,0.8,0.95
19,16343,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine,0.852539,0.378662,0.17808,-0.266767,0.8,0.95
20,24654,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations,1.478516,0.438477,0.035669,-0.142412,0.8,0.95
21,449,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with,0.975098,0.308105,0.121436,0.085767,0.8,0.95
22,1646,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model,1.158203,0.625488,0.175367,0.053931,0.8,0.95
23,47590,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations,0.310059,0.349854,0.282454,0.107087,0.8,0.95
24,13,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations.,0.020264,0.3479,0.34352,0.061066,0.8,0.95
25,2956,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data,0.242554,0.210083,0.178422,-0.165098,0.8,0.95
26,40054,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assim,5.9e-05,0.246704,0.246695,0.068273,0.8,0.95
27,13763,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation,0.000153,0.23584,0.235817,-0.010878,0.8,0.95
28,374,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is,0.569336,0.438477,0.283366,0.047549,0.8,0.95
29,279,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the,0.468506,0.520508,0.368988,0.085622,0.8,0.95
30,1920,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process,0.001987,0.452393,0.451834,0.082845,0.8,0.95
31,315,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of,0.001632,0.439697,0.439251,-0.012582,0.8,0.95
32,35271,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining,0.996094,0.351562,0.133978,-0.305274,0.8,0.95
33,1646,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining model,0.523926,0.490967,0.331141,0.197163,0.8,0.95
34,47590,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining model simulations,1.317383,0.516113,0.093656,-0.237485,0.8,0.95
35,449,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining model simulations with,0.075806,0.333008,0.317323,0.223667,0.8,0.95
36,24654,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining model simulations with observations,1.356445,0.473389,0.074413,-0.242909,0.8,0.95
37,311,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining model simulations with observations to,0.234863,0.343018,0.292961,0.218548,0.8,0.95
38,16430,Climate models play a crucial role in predicting future climate conditions by using data assimilation techniques to combine observations with model simulations. Data assimilation is the process of combining model simulations with observations to estimate,1.049805,0.447266,0.155523,-0.137438,0.8,0.95
