step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,85148,Emily,1.306641,1.0,0.188139,0.0,0.8,0.95
2,1047,Emily had,0.156006,0.395508,0.35717,0.169032,0.8,0.95
3,2744,Emily had always,0.07959,0.58252,0.553713,0.196542,0.8,0.95
4,1027,Emily had always been,0.556641,0.475586,0.3111,-0.242613,0.8,0.95
5,264,Emily had always been a,0.127686,0.571289,0.525966,0.214866,0.8,0.95
6,25429,Emily had always been a passionate,1.049805,0.645996,0.224626,-0.30134,0.8,0.95
7,7061,Emily had always been a passionate writer,0.101685,0.383789,0.359541,0.134916,0.8,0.95
8,11,"Emily had always been a passionate writer,",0.370605,0.527832,0.406288,0.046747,0.8,0.95
9,51513,"Emily had always been a passionate writer, pouring",0.601562,0.311279,0.194932,-0.211356,0.8,0.95
10,1077,"Emily had always been a passionate writer, pouring her",0.000177,0.616211,0.616143,0.421211,0.8,0.95
11,4851,"Emily had always been a passionate writer, pouring her heart",0.009087,0.405029,0.402743,-0.213401,0.8,0.95
12,323,"Emily had always been a passionate writer, pouring her heart and",0.000389,0.447266,0.447157,0.044415,0.8,0.95
13,13836,"Emily had always been a passionate writer, pouring her heart and soul",0.000279,0.352295,0.352234,-0.094924,0.8,0.95
14,1139,"Emily had always been a passionate writer, pouring her heart and soul into",0.001076,0.395996,0.395731,0.043497,0.8,0.95
15,1077,"Emily had always been a passionate writer, pouring her heart and soul into her",0.381104,0.595215,0.454272,0.058541,0.8,0.95
16,7493,"Emily had always been a passionate writer, pouring her heart and soul into her stories",0.860352,0.361328,0.168174,-0.286098,0.8,0.95
17,13,"Emily had always been a passionate writer, pouring her heart and soul into her stories.",0.121704,0.385498,0.356347,0.188173,0.8,0.95
18,3005,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She",0.37207,0.287842,0.221298,-0.135049,0.8,0.95
19,7543,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She spent",1.216797,0.277344,0.067661,-0.153637,0.8,0.95
20,4207,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She spent hours",1.071289,0.371582,0.124246,0.056585,0.8,0.95
21,45167,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She spent hours crafting",0.223877,0.316406,0.272393,0.148147,0.8,0.95
22,57216,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She spent hours crafting intricate",1.146484,0.687988,0.197899,-0.074494,0.8,0.95
23,24800,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She spent hours crafting intricate worlds",0.529297,0.343018,0.230209,0.03231,0.8,0.95
24,11,"Emily had always been a passionate writer, pouring her heart and soul into her stories. She spent hours crafting intricate worlds,",0.059723,0.352295,0.339222,0.109013,0.8,0.95
