step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,0.716309,1.0,0.554932,0.0,0.8,0.95
2,264,What a,0.072021,0.59668,0.569979,0.015046,0.8,0.95
3,27387,What a fascinating,0.016235,0.535156,0.529758,-0.040221,0.8,0.95
4,8712,What a fascinating topic,0.012383,0.415283,0.412088,-0.11767,0.8,0.95
5,0,What a fascinating topic!,0.447266,0.400635,0.289298,-0.12279,0.8,0.95
6,578,What a fascinating topic! The,0.638184,0.230103,0.138861,-0.150437,0.8,0.95
7,5133,What a fascinating topic! The relationship,0.956055,0.350098,0.142129,0.003268,0.8,0.95
8,1990,What a fascinating topic! The relationship between,3e-05,0.302979,0.302973,0.160844,0.8,0.95
9,48602,What a fascinating topic! The relationship between entropy,0.000376,0.471191,0.471081,0.168109,0.8,0.95
10,11,"What a fascinating topic! The relationship between entropy,",0.646973,0.49707,0.297255,-0.173827,0.8,0.95
11,2038,"What a fascinating topic! The relationship between entropy, information",0.000199,0.397217,0.397168,0.099913,0.8,0.95
12,11,"What a fascinating topic! The relationship between entropy, information,",2.6e-05,0.499268,0.49926,0.102092,0.8,0.95
13,323,"What a fascinating topic! The relationship between entropy, information, and",2e-06,0.769531,0.76953,0.270271,0.8,0.95
14,279,"What a fascinating topic! The relationship between entropy, information, and the",0.008049,0.641602,0.638393,-0.131137,0.8,0.95
15,15740,"What a fascinating topic! The relationship between entropy, information, and the evolution",0.029739,0.46167,0.453139,-0.185254,0.8,0.95
16,315,"What a fascinating topic! The relationship between entropy, information, and the evolution of",-0.0,0.53418,0.53418,0.081041,0.8,0.95
17,279,"What a fascinating topic! The relationship between entropy, information, and the evolution of the",1.7e-05,0.620605,0.620599,0.086419,0.8,0.95
18,15861,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe",1.4e-05,0.169678,0.169676,-0.450923,0.8,0.95
19,374,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is",0.042114,0.399414,0.388963,0.219286,0.8,0.95
20,264,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a",0.021042,0.644531,0.636105,0.247142,0.8,0.95
21,9257,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich",1.107422,0.556641,0.173627,-0.462477,0.8,0.95
22,323,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and",0.232178,0.479492,0.410321,0.236693,0.8,0.95
23,6485,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex",0.175049,0.45874,0.408846,-0.001475,0.8,0.95
24,3917,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject",1.131836,0.364258,0.108094,-0.300752,0.8,0.95
25,430,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that",0.267334,0.476807,0.397607,0.289513,0.8,0.95
26,706,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has",0.017136,0.547852,0.542019,0.144411,0.8,0.95
27,68390,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered",0.339844,0.415039,0.327401,-0.214618,0.8,0.95
28,5199,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant",0.020035,0.691895,0.683282,0.355881,0.8,0.95
29,6666,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention",0.075928,0.477539,0.45501,-0.228271,0.8,0.95
30,304,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention in",0.17627,0.478027,0.425673,-0.029338,0.8,0.95
31,279,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention in the",0.877441,0.70166,0.319126,-0.106547,0.8,0.95
32,5151,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention in the fields",0.301025,0.483154,0.392786,0.073661,0.8,0.95
33,315,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention in the fields of",-0.0,0.54834,0.54834,0.155554,0.8,0.95
34,22027,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention in the fields of physics",0.518555,0.494873,0.335427,-0.212913,0.8,0.95
35,11,"What a fascinating topic! The relationship between entropy, information, and the evolution of the universe is a rich and complex subject that has garnered significant attention in the fields of physics,",0.049377,0.46582,0.451529,0.116102,0.8,0.95
