step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,1.067383,1.0,0.336798,0.0,0.8,0.95
2,264,What a,0.516602,0.578613,0.392888,0.056091,0.8,0.95
3,27387,What a fascinating,0.150513,0.463135,0.419823,0.026934,0.8,0.95
4,7434,What a fascinating concept,0.830078,0.420166,0.203463,-0.21636,0.8,0.95
5,0,What a fascinating concept!,0.015274,0.343994,0.34073,0.137267,0.8,0.95
6,578,What a fascinating concept! The,1.254883,0.359619,0.079223,-0.261506,0.8,0.95
7,16730,What a fascinating concept! The Museum,0.864258,0.437988,0.202791,0.123568,0.8,0.95
8,315,What a fascinating concept! The Museum of,1.7e-05,0.417969,0.417964,0.215173,0.8,0.95
9,95547,What a fascinating concept! The Museum of Forgotten,0.014336,0.443848,0.439894,0.02193,0.8,0.95
10,53718,What a fascinating concept! The Museum of Forgotten Dreams,4.1e-05,0.147949,0.147945,-0.291949,0.8,0.95
11,374,What a fascinating concept! The Museum of Forgotten Dreams is,0.038849,0.439697,0.429084,0.281138,0.8,0.95
12,264,What a fascinating concept! The Museum of Forgotten Dreams is a,0.008385,0.532715,0.52994,0.100856,0.8,0.95
13,2035,What a fascinating concept! The Museum of Forgotten Dreams is a place,0.644043,0.40332,0.241925,-0.288014,0.8,0.95
14,1405,What a fascinating concept! The Museum of Forgotten Dreams is a place where,0.004753,0.358398,0.35734,0.115415,0.8,0.95
15,279,What a fascinating concept! The Museum of Forgotten Dreams is a place where the,0.254395,0.736328,0.619941,0.262601,0.8,0.95
16,84951,What a fascinating concept! The Museum of Forgotten Dreams is a place where the subconscious,0.95166,0.551758,0.225504,-0.394437,0.8,0.95
17,4059,What a fascinating concept! The Museum of Forgotten Dreams is a place where the subconscious mind,0.904785,0.655273,0.286895,0.061392,0.8,0.95
18,596,What a fascinating concept! The Museum of Forgotten Dreams is a place where the subconscious mind's,0.573242,0.382324,0.24615,-0.040746,0.8,0.95
19,1455,What a fascinating concept! The Museum of Forgotten Dreams is a place where the subconscious mind's most,0.979492,0.640625,0.250745,0.004596,0.8,0.95
20,66684,What a fascinating concept! The Museum of Forgotten Dreams is a place where the subconscious mind's most elusive,1.484375,0.418457,0.032517,-0.218229,0.8,0.95
21,323,What a fascinating concept! The Museum of Forgotten Dreams is a place where the subconscious mind's most elusive and,0.758789,0.405518,0.214331,0.181815,0.8,0.95
