step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,644,In,1.37207,1.0,0.147485,0.0,0.8,0.95
2,279,In the,0.000329,0.452393,0.4523,0.304815,0.8,0.95
3,14458,In the village,0.470947,0.441162,0.312071,-0.140229,0.8,0.95
4,315,In the village of,0.00219,0.374512,0.374002,0.061931,0.8,0.95
5,14937,In the village of Ash,1.21582,0.3396,0.083055,-0.290947,0.8,0.95
6,74,In the village of Ashk,1.394531,0.487549,0.065102,-0.017953,0.8,0.95
7,10118,In the village of Ashkhan,1.556641,0.466309,0.015297,-0.049805,0.8,0.95
8,11,"In the village of Ashkhan,",0.038757,0.27832,0.271618,0.256321,0.8,0.95
9,89777,"In the village of Ashkhan, nestled",1.137695,0.334473,0.098037,-0.173581,0.8,0.95
10,304,"In the village of Ashkhan, nestled in",1.051758,0.479248,0.166062,0.068025,0.8,0.95
11,279,"In the village of Ashkhan, nestled in the",0.036194,0.638672,0.624309,0.458247,0.8,0.95
12,4851,"In the village of Ashkhan, nestled in the heart",0.050262,0.377441,0.365654,-0.258655,0.8,0.95
13,315,"In the village of Ashkhan, nestled in the heart of",0.00026,0.432617,0.432547,0.066893,0.8,0.95
14,264,"In the village of Ashkhan, nestled in the heart of a",0.648926,0.619629,0.369794,-0.062753,0.8,0.95
15,29050,"In the village of Ashkhan, nestled in the heart of a dense",1.275391,0.619141,0.128506,-0.241288,0.8,0.95
16,13952,"In the village of Ashkhan, nestled in the heart of a dense forest",0.100403,0.414795,0.388918,0.260413,0.8,0.95
17,11,"In the village of Ashkhan, nestled in the heart of a dense forest,",1e-06,0.303711,0.303711,-0.085208,0.8,0.95
18,264,"In the village of Ashkhan, nestled in the heart of a dense forest, a",0.805664,0.466064,0.232759,-0.070952,0.8,0.95
19,44797,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar",0.714355,0.630859,0.35085,0.118091,0.8,0.95
20,14135,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition",0.646484,0.353516,0.211514,-0.139336,0.8,0.95
21,706,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has",0.629883,0.711914,0.433294,0.221779,0.8,0.95
22,1027,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been",0.200684,0.610352,0.534246,0.100952,0.8,0.95
23,5946,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed",0.297607,0.393066,0.320383,-0.213863,0.8,0.95
24,1523,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down",3e-05,0.618652,0.618641,0.298258,0.8,0.95
25,369,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for",0.694336,0.54541,0.310112,-0.308529,0.8,0.95
26,22540,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations",0.014046,0.270996,0.268631,-0.041481,0.8,0.95
27,13,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations.",0.01104,0.395508,0.392795,0.124164,0.8,0.95
28,578,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The",0.937012,0.361572,0.151066,-0.241729,0.8,0.95
29,61921,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers",0.25,0.323975,0.27365,0.122585,0.8,0.95
30,4510,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe",1.355469,0.357178,0.056363,-0.217288,0.8,0.95
31,430,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that",0.000706,0.509766,0.509542,0.453179,0.8,0.95
32,5144,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names",0.704102,0.408203,0.229621,-0.279921,0.8,0.95
33,527,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are",0.921875,0.443604,0.18951,-0.040111,0.8,0.95
34,264,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a",0.629883,0.683594,0.416057,0.226546,0.8,0.95
35,23104,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a burden",1.083008,0.37793,0.123617,-0.29244,0.8,0.95
36,11,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a burden,",0.072144,0.611328,0.583925,0.460308,0.8,0.95
37,264,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a burden, a",0.140747,0.573242,0.523112,-0.060814,0.8,0.95
38,2592,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a burden, a source",0.975098,0.411621,0.162235,-0.360876,0.8,0.95
39,315,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a burden, a source of",-0.0,0.537109,0.537109,0.374874,0.8,0.95
40,3927,"In the village of Ashkhan, nestled in the heart of a dense forest, a peculiar tradition has been passed down for generations. The villagers believe that names are a burden, a source of individual",1.257812,0.729492,0.159377,-0.377732,0.8,0.95
