step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,83696,(The,0.913574,1.0,0.432364,0.0,0.8,0.95
2,6566,(The stage,0.662598,0.4375,0.257383,-0.174981,0.8,0.95
3,374,(The stage is,0.013062,0.603027,0.598133,0.34075,0.8,0.95
4,5213,(The stage is dim,0.104126,0.441162,0.41262,-0.185513,0.8,0.95
5,398,(The stage is dimly,0.002071,0.646484,0.645652,0.233032,0.8,0.95
6,13318,(The stage is dimly lit,0.000155,0.356934,0.356899,-0.288753,0.8,0.95
7,11,"(The stage is dimly lit,",0.033447,0.602051,0.589539,0.23264,0.8,0.95
8,449,"(The stage is dimly lit, with",0.706543,0.674805,0.378566,-0.210973,0.8,0.95
9,264,"(The stage is dimly lit, with a",0.257812,0.658203,0.552767,0.174201,0.8,0.95
10,3254,"(The stage is dimly lit, with a single",0.249512,0.753906,0.637028,0.084261,0.8,0.95
11,37973,"(The stage is dimly lit, with a single spotlight",0.04303,0.397461,0.386834,-0.250193,0.8,0.95
12,49025,"(The stage is dimly lit, with a single spotlight shining",0.126221,0.569824,0.525136,0.138301,0.8,0.95
13,1523,"(The stage is dimly lit, with a single spotlight shining down",0.199097,0.67334,0.590044,0.064908,0.8,0.95
14,389,"(The stage is dimly lit, with a single spotlight shining down on",0.023468,0.416748,0.410671,-0.179373,0.8,0.95
15,279,"(The stage is dimly lit, with a single spotlight shining down on the",0.148193,0.586914,0.532872,0.122201,0.8,0.95
16,7216,"(The stage is dimly lit, with a single spotlight shining down on the figure",1.075195,0.532715,0.176831,-0.356041,0.8,0.95
17,11509,"(The stage is dimly lit, with a single spotlight shining down on the figure standing",1.356445,0.651855,0.102467,-0.074364,0.8,0.95
18,4219,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center",0.54834,0.454102,0.299388,0.196921,0.8,0.95
19,6566,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage",0.100159,0.430664,0.403863,0.104475,0.8,0.95
20,13,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage.",0.001366,0.482666,0.482256,0.078394,0.8,0.95
21,578,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The",0.615723,0.393555,0.242992,-0.239264,0.8,0.95
22,7216,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure",0.875,0.290527,0.132577,-0.110416,0.8,0.95
23,11,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure,",0.412842,0.46875,0.34851,0.215933,0.8,0.95
24,264,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a",0.44873,0.626953,0.452151,0.103642,0.8,0.95
25,5333,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman",0.552246,0.472656,0.310474,-0.141677,0.8,0.95
26,304,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in",0.872559,0.443604,0.203103,-0.10737,0.8,0.95
27,1077,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her",0.000402,0.555176,0.555037,0.351934,0.8,0.95
28,5209,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid",0.394775,0.480469,0.362616,-0.192421,0.8,0.95
29,12,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-",0.189941,0.51416,0.45348,0.090865,0.8,0.95
30,966,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30",0.401855,0.237427,0.178144,-0.275336,0.8,0.95
31,82,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s",0.0002,0.35791,0.357866,0.179721,0.8,0.95
32,11,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s,",0.132446,0.521484,0.47857,0.120704,0.8,0.95
33,13656,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands",0.714844,0.488281,0.271408,-0.207162,0.8,0.95
34,16615,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall",1.09375,0.493164,0.158017,-0.11339,0.8,0.95
35,11,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall,",0.730957,0.583984,0.318757,0.16074,0.8,0.95
36,1077,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her",0.284912,0.63916,0.526012,0.207256,0.8,0.95
37,6548,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes",0.397461,0.411865,0.310152,-0.21586,0.8,0.95
38,8036,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed",0.975586,0.374268,0.147399,-0.162753,0.8,0.95
39,11,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed,",0.140625,0.509277,0.464779,0.31738,0.8,0.95
40,1077,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed, her",0.280518,0.604492,0.499132,0.034353,0.8,0.95
41,2010,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed, her head",1.332031,0.392578,0.067666,-0.431466,0.8,0.95
42,87017,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed, her head tilted",1.253906,0.59082,0.130515,0.062849,0.8,0.95
43,10284,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed, her head tilted slightly",0.880371,0.804199,0.364298,0.233783,0.8,0.95
44,45054,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed, her head tilted slightly upwards",1.146484,0.466553,0.134204,-0.230094,0.8,0.95
45,13,"(The stage is dimly lit, with a single spotlight shining down on the figure standing center stage. The figure, a woman in her mid-30s, stands tall, her eyes closed, her head tilted slightly upwards.",0.312744,0.341309,0.274986,0.140782,0.8,0.95
