step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,1.137695,1.0,0.29311,0.0,0.8,0.95
2,264,What a,0.123291,0.540527,0.49912,0.20601,0.8,0.95
3,50189,What a delightful,0.92041,0.578613,0.247714,-0.251406,0.8,0.95
4,8815,What a delightful challenge,0.568848,0.35498,0.229514,-0.0182,0.8,0.95
5,0,What a delightful challenge!,0.327148,0.419189,0.333981,0.104467,0.8,0.95
6,5810,What a delightful challenge! Here,0.002857,0.26709,0.266616,-0.067366,0.8,0.95
7,596,What a delightful challenge! Here's,0.091248,0.549805,0.518633,0.252018,0.8,0.95
8,264,What a delightful challenge! Here's a,0.034882,0.60498,0.591869,0.073235,0.8,0.95
9,33894,What a delightful challenge! Here's a poem,0.023941,0.449463,0.442777,-0.149092,0.8,0.95
10,430,What a delightful challenge! Here's a poem that,0.014061,0.460938,0.45691,0.014134,0.8,0.95
11,5097,What a delightful challenge! Here's a poem that takes,1.325195,0.387207,0.068385,-0.388526,0.8,0.95
12,499,What a delightful challenge! Here's a poem that takes you,0.751953,0.503906,0.268474,0.200089,0.8,0.95
13,389,What a delightful challenge! Here's a poem that takes you on,0.009315,0.536621,0.533515,0.265041,0.8,0.95
14,264,What a delightful challenge! Here's a poem that takes you on a,0.333252,0.629395,0.499071,-0.034444,0.8,0.95
15,11879,What a delightful challenge! Here's a poem that takes you on a journey,0.101379,0.439941,0.412229,-0.086842,0.8,0.95
16,505,What a delightful challenge! Here's a poem that takes you on a journey from,0.022934,0.338623,0.333798,-0.078431,0.8,0.95
17,58596,What a delightful challenge! Here's a poem that takes you on a journey from sorrow,0.898438,0.480225,0.212149,-0.121649,0.8,0.95
18,311,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to,0.022766,0.283203,0.279197,0.067049,0.8,0.95
19,43214,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter,0.242554,0.290283,0.246535,-0.032662,0.8,0.95
20,2085,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without,0.899414,0.212036,0.093542,-0.152993,0.8,0.95
21,3596,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever,1.246094,0.905273,0.204373,0.110831,0.8,0.95
22,45391,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever mentioning,0.905273,0.308838,0.135123,-0.06925,0.8,0.95
23,1884,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever mentioning those,0.763184,0.50293,0.264444,0.129321,0.8,0.95
24,4339,What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever mentioning those words,0.661621,0.360596,0.212359,-0.052085,0.8,0.95
25,1473,"What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever mentioning those words:

",0.288086,0.067566,0.055472,-0.156887,0.8,0.95
26,77119,"What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever mentioning those words:

Moon",1.316406,0.246826,0.04494,-0.010532,0.8,0.95
27,4238,"What a delightful challenge! Here's a poem that takes you on a journey from sorrow to laughter without ever mentioning those words:

Moonlight",1.023438,0.575195,0.20943,0.16449,0.8,0.95
