step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,791,The,0.665039,1.0,0.586788,0.0,0.8,0.95
2,22842,The observer,0.019104,0.335938,0.33195,-0.254838,0.8,0.95
3,2515,The observer effect,2e-05,0.330078,0.330074,-0.001876,0.8,0.95
4,304,The observer effect in,0.108398,0.250244,0.23339,-0.096684,0.8,0.95
5,31228,The observer effect in quantum,0.000179,0.447266,0.447216,0.213826,0.8,0.95
6,30126,The observer effect in quantum mechanics,0.000172,0.153931,0.153914,-0.293302,0.8,0.95
7,374,The observer effect in quantum mechanics is,1.238281,0.432129,0.099654,-0.05426,0.8,0.95
8,264,The observer effect in quantum mechanics is a,0.085083,0.598633,0.566986,0.467332,0.8,0.95
9,16188,The observer effect in quantum mechanics is a fundamental,1.144531,0.646973,0.186886,-0.3801,0.8,0.95
10,7434,The observer effect in quantum mechanics is a fundamental concept,0.327881,0.384766,0.30638,0.119493,0.8,0.95
11,430,The observer effect in quantum mechanics is a fundamental concept that,0.050842,0.539062,0.522033,0.215654,0.8,0.95
12,706,The observer effect in quantum mechanics is a fundamental concept that has,0.502441,0.462158,0.31788,-0.204154,0.8,0.95
13,3117,The observer effect in quantum mechanics is a fundamental concept that has far,0.720215,0.321045,0.177379,-0.140501,0.8,0.95
14,87248,The observer effect in quantum mechanics is a fundamental concept that has far-reaching,0.001369,0.329346,0.329065,0.151686,0.8,0.95
15,25127,The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications,0.538086,0.436523,0.29058,-0.038486,0.8,0.95
16,369,The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for,0.307617,0.404053,0.326825,0.036245,0.8,0.95
17,1057,The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our,0.071655,0.526855,0.503399,0.176574,0.8,0.95
18,8830,The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding,0.000161,0.432129,0.432086,-0.071313,0.8,0.95
19,315,The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of,0.000278,0.585938,0.585836,0.15375,0.8,0.95
20,8903,The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality,0.287598,0.365967,0.300571,-0.285266,0.8,0.95
21,11,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality,",0.351318,0.435303,0.340282,0.039712,0.8,0.95
22,4248,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, ep",1.157227,0.232544,0.065339,-0.274943,0.8,0.95
23,67521,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistem",8e-06,0.402588,0.402586,0.337247,0.8,0.95
24,2508,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistemology",2e-05,0.340332,0.340328,-0.062258,0.8,0.95
25,11,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistemology,",0.001485,0.507812,0.507344,0.167016,0.8,0.95
26,323,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistemology, and",1.4e-05,0.712402,0.712396,0.205052,0.8,0.95
27,26018,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistemology, and theories",0.917969,0.493408,0.211985,-0.500411,0.8,0.95
28,315,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistemology, and theories of",-0.0,0.524414,0.524414,0.312429,0.8,0.95
29,21063,"The observer effect in quantum mechanics is a fundamental concept that has far-reaching implications for our understanding of reality, epistemology, and theories of perception",1.1e-05,0.240112,0.240111,-0.284303,0.8,0.95
