step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,0.65332,1.0,0.594069,0.0,0.8,0.95
2,264,What a,0.440186,0.565918,0.411138,-0.182931,0.8,0.95
3,27387,What a fascinating,0.129272,0.512695,0.471515,0.060377,0.8,0.95
4,10137,What a fascinating prompt,0.453857,0.409912,0.294318,-0.177197,0.8,0.95
5,0,What a fascinating prompt!,0.152466,0.410156,0.371301,0.076983,0.8,0.95
6,358,What a fascinating prompt! I,0.867188,0.23999,0.11068,-0.260621,0.8,0.95
7,4265,What a fascinating prompt! I'd,1.225586,0.560059,0.133574,0.022894,0.8,0.95
8,387,What a fascinating prompt! I'd be,0.29834,0.484619,0.394786,0.261211,0.8,0.95
9,35072,What a fascinating prompt! I'd be delighted,0.554688,0.377197,0.247197,-0.147588,0.8,0.95
10,311,What a fascinating prompt! I'd be delighted to,-0.0,0.505371,0.505371,0.258174,0.8,0.95
11,1893,What a fascinating prompt! I'd be delighted to create,0.936035,0.360107,0.150672,-0.354699,0.8,0.95
12,264,What a fascinating prompt! I'd be delighted to create a,0.006725,0.618652,0.616067,0.465395,0.8,0.95
13,2814,What a fascinating prompt! I'd be delighted to create a mult,0.039734,0.133667,0.130367,-0.4857,0.8,0.95
14,50923,What a fascinating prompt! I'd be delighted to create a multilingual,1.9e-05,0.136597,0.136595,0.006228,0.8,0.95
15,33894,What a fascinating prompt! I'd be delighted to create a multilingual poem,0.000298,0.376465,0.376395,0.2398,0.8,0.95
16,430,What a fascinating prompt! I'd be delighted to create a multilingual poem that,0.524414,0.537109,0.362099,-0.014296,0.8,0.95
17,41424,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores,0.657227,0.337158,0.199477,-0.162622,0.8,0.95
18,279,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the,0.028458,0.603516,0.592844,0.393367,0.8,0.95
19,5536,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact,1.285156,0.388428,0.078263,-0.514581,0.8,0.95
20,315,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of,1e-06,0.556641,0.55664,0.478377,0.8,0.95
21,4477,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing,0.730957,0.631348,0.344609,-0.212031,0.8,0.95
22,5216,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction,0.006767,0.523438,0.521237,0.176628,0.8,0.95
23,389,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on,0.0093,0.357666,0.355599,-0.165637,0.8,0.95
24,7438,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning,0.061157,0.345703,0.332567,-0.023033,0.8,0.95
25,13,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning.,0.035217,0.312012,0.305184,-0.027382,0.8,0.95
26,5810,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here,0.090149,0.285645,0.269645,-0.03554,0.8,0.95
27,596,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's,0.058075,0.548828,0.529024,0.259379,0.8,0.95
28,856,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my,0.765625,0.576172,0.302081,-0.226943,0.8,0.95
29,4879,What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt,0.122498,0.345947,0.319617,0.017535,0.8,0.95
30,1473,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

",0.055969,0.193237,0.186517,-0.133099,0.8,0.95
31,334,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**",0.024612,0.750488,0.739011,0.552494,0.8,0.95
32,5530,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left",0.931641,0.200928,0.084619,-0.654393,0.8,0.95
33,4791,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to",0.003719,0.553711,0.552431,0.467813,0.8,0.95
34,12,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-",0.359131,0.225342,0.175059,-0.377372,0.8,0.95
35,6107,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right",0.000679,0.057159,0.057135,-0.117924,0.8,0.95
36,320,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (",1.097656,0.385254,0.122506,0.065371,0.8,0.95
37,23392,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English",0.09967,0.256348,0.240472,0.117966,0.8,0.95
38,8,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)",0.80957,0.463135,0.230171,-0.010301,0.8,0.95
39,1035,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
",0.033356,0.219482,0.214934,-0.015238,0.8,0.95
40,644,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In",0.624023,0.351562,0.215252,0.000318,0.8,0.95
41,6693,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning",1.384766,0.490234,0.068435,-0.146817,0.8,0.95
42,596,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's",0.017883,0.622559,0.615641,0.547206,0.8,0.95
43,21411,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden",0.416992,0.72168,0.534698,-0.080943,0.8,0.95
44,3177,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden light",0.156982,0.366455,0.330712,-0.203987,0.8,0.95
45,11,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden light,",0.103149,0.586426,0.548842,0.21813,0.8,0.95
46,358,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden light, I",0.185547,0.377197,0.333711,-0.21513,0.8,0.95
47,1505,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden light, I find",1.183594,0.328613,0.086948,-0.246763,0.8,0.95
48,856,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden light, I find my",0.228149,0.562012,0.482343,0.395394,0.8,0.95
49,1648,"What a fascinating prompt! I'd be delighted to create a multilingual poem that explores the impact of writing direction on meaning. Here's my attempt:

**Left-to-Right (English)**
In morning's golden light, I find my way",0.487061,0.336914,0.234955,-0.247388,0.8,0.95
