step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,31833,Phase,0.534668,1.0,0.667792,0.0,0.8,0.95
2,34692,Phase transitions,0.002556,0.21106,0.210724,-0.457068,0.8,0.95
3,304,Phase transitions in,1.251953,0.299316,0.066483,-0.144241,0.8,0.95
4,5030,Phase transitions in matter,0.000424,0.308594,0.308512,0.242029,0.8,0.95
5,8464,Phase transitions in matter refer,0.314697,0.464111,0.373363,0.06485,0.8,0.95
6,311,Phase transitions in matter refer to,4e-06,0.422363,0.422362,0.049,0.8,0.95
7,279,Phase transitions in matter refer to the,0.545898,0.842773,0.556917,0.134554,0.8,0.95
8,11210,Phase transitions in matter refer to the sudden,0.93457,0.731934,0.306914,-0.250003,0.8,0.95
9,323,Phase transitions in matter refer to the sudden and,0.236816,0.620117,0.528872,0.221958,0.8,0.95
10,22520,Phase transitions in matter refer to the sudden and dramatic,1.023438,0.562012,0.20463,-0.324242,0.8,0.95
11,4442,Phase transitions in matter refer to the sudden and dramatic changes,0.090088,0.420898,0.397339,0.192709,0.8,0.95
12,430,Phase transitions in matter refer to the sudden and dramatic changes that,0.180176,0.634766,0.563704,0.166365,0.8,0.95
13,12446,Phase transitions in matter refer to the sudden and dramatic changes that occur,0.058624,0.46875,0.451676,-0.112028,0.8,0.95
14,304,Phase transitions in matter refer to the sudden and dramatic changes that occur in,0.708984,0.445801,0.249418,-0.202258,0.8,0.95
15,279,Phase transitions in matter refer to the sudden and dramatic changes that occur in the,0.282227,0.699707,0.577008,0.32759,0.8,0.95
16,7106,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical,0.785645,0.648438,0.331904,-0.245105,0.8,0.95
17,6012,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties,0.163818,0.464355,0.417091,0.085187,0.8,0.95
18,315,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of,0.012817,0.458496,0.454845,0.037754,0.8,0.95
19,264,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a,0.004799,0.660156,0.658188,0.203343,0.8,0.95
20,20278,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance,0.475342,0.346924,0.244461,-0.413727,0.8,0.95
21,439,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as,0.808594,0.430908,0.214417,-0.030044,0.8,0.95
22,433,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it,0.448486,0.438721,0.316467,0.10205,0.8,0.95
23,37771,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergo,1.299805,0.227051,0.043681,-0.272785,0.8,0.95
24,288,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes,3e-06,0.293945,0.293945,0.250263,0.8,0.95
25,264,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes a,0.014145,0.754395,0.747764,0.45382,0.8,0.95
26,2349,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes a change,0.783691,0.460693,0.236366,-0.511399,0.8,0.95
27,304,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes a change in,0.495361,0.512207,0.354557,0.118192,0.8,0.95
28,1202,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes a change in its,0.658691,0.802246,0.473912,0.119355,0.8,0.95
29,5419,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes a change in its internal,0.856934,0.712891,0.333317,-0.140595,0.8,0.95
30,6070,Phase transitions in matter refer to the sudden and dramatic changes that occur in the physical properties of a substance as it undergoes a change in its internal structure,0.989746,0.396973,0.152849,-0.180468,0.8,0.95
