step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,644,In,0.027817,1.0,0.982716,0.0,0.8,0.95
2,279,In the,0.209351,0.507812,0.441758,-0.540959,0.8,0.95
3,31768,In the metaph,0.624023,0.217407,0.133112,-0.308645,0.8,0.95
4,19506,In the metaphysical,7.3e-05,0.225952,0.225942,0.092829,0.8,0.95
5,22651,In the metaphysical realm,6.6e-05,0.360352,0.360337,0.134395,0.8,0.95
6,315,In the metaphysical realm of,0.625,0.345459,0.211305,-0.149031,0.8,0.95
7,3463,In the metaphysical realm of thought,1.544922,0.342773,0.01374,-0.197565,0.8,0.95
8,2445,In the metaphysical realm of thoughtsc,0.371582,0.261963,0.201482,0.187741,0.8,0.95
9,9521,In the metaphysical realm of thoughtscapes,0.005749,0.187744,0.187074,-0.014408,0.8,0.95
10,11,"In the metaphysical realm of thoughtscapes,",0.001076,0.472412,0.472096,0.285023,0.8,0.95
11,279,"In the metaphysical realm of thoughtscapes, the",0.456787,0.493652,0.353545,-0.118551,0.8,0.95
12,13354,"In the metaphysical realm of thoughtscapes, the fabric",0.824219,0.299072,0.145913,-0.207632,0.8,0.95
13,315,"In the metaphysical realm of thoughtscapes, the fabric of",6.2e-05,0.38501,0.384995,0.239082,0.8,0.95
14,8903,"In the metaphysical realm of thoughtscapes, the fabric of reality",0.103516,0.233765,0.218729,-0.166266,0.8,0.95
15,374,"In the metaphysical realm of thoughtscapes, the fabric of reality is",0.016418,0.522461,0.517131,0.298402,0.8,0.95
16,56874,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven",0.01593,0.52002,0.514872,-0.002259,0.8,0.95
17,505,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from",0.099487,0.47583,0.446417,-0.068456,0.8,0.95
18,279,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the",0.00391,0.71582,0.714081,0.267665,0.8,0.95
19,14906,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads",0.561523,0.427734,0.2785,-0.435581,0.8,0.95
20,315,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of",-0.0,0.4104,0.4104,0.1319,0.8,0.95
21,25917,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness",0.98877,0.311768,0.120231,-0.290169,0.8,0.95
22,323,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and",0.638184,0.361572,0.2182,0.097969,0.8,0.95
23,20356,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and emotion",1.051758,0.308838,0.107014,-0.111185,0.8,0.95
24,13,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and emotion.",0.007263,0.300293,0.298938,0.191924,0.8,0.95
25,5810,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and emotion. Here",0.925781,0.371826,0.157944,-0.140994,0.8,0.95
26,11,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and emotion. Here,",1e-06,0.487793,0.487793,0.329848,0.8,0.95
27,11555,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and emotion. Here, thoughts",0.724121,0.327393,0.180092,-0.307701,0.8,0.95
28,1935,"In the metaphysical realm of thoughtscapes, the fabric of reality is woven from the threads of consciousness and emotion. Here, thoughts take",0.566406,0.401367,0.260115,0.080023,0.8,0.95
