step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,40,I,0.875488,1.0,0.456029,0.0,0.8,0.95
2,617,I have,1.558594,0.583496,0.018433,-0.437595,0.8,0.95
3,559,I have sh,1.12207,0.307861,0.093226,0.074793,0.8,0.95
4,606,I have shone,0.00097,0.189941,0.189827,0.096601,0.8,0.95
5,76389,I have shone brightly,0.978516,0.611816,0.239841,0.050014,0.8,0.95
6,369,I have shone brightly for,0.256836,0.364502,0.306334,0.066494,0.8,0.95
7,384,I have shone brightly for e,0.29834,0.322021,0.262329,-0.044006,0.8,0.95
8,2439,I have shone brightly for eons,0.000343,0.183228,0.183188,-0.07914,0.8,0.95
9,11,"I have shone brightly for eons,",0.001909,0.398438,0.397965,0.214776,0.8,0.95
10,264,"I have shone brightly for eons, a",0.665527,0.474854,0.278494,-0.119471,0.8,0.95
11,52402,"I have shone brightly for eons, a beacon",0.270264,0.443604,0.369112,0.090617,0.8,0.95
12,304,"I have shone brightly for eons, a beacon in",0.68457,0.299805,0.172284,-0.196828,0.8,0.95
13,279,"I have shone brightly for eons, a beacon in the",0.000378,0.602051,0.601909,0.429626,0.8,0.95
14,13057,"I have shone brightly for eons, a beacon in the vast",0.877441,0.775879,0.352881,-0.249028,0.8,0.95
15,506,"I have shone brightly for eons, a beacon in the vast ex",0.018982,0.368896,0.364546,0.011664,0.8,0.95
16,95519,"I have shone brightly for eons, a beacon in the vast expanse",3e-06,0.25708,0.25708,-0.107466,0.8,0.95
17,315,"I have shone brightly for eons, a beacon in the vast expanse of",0.004185,0.476074,0.474836,0.217757,0.8,0.95
18,3634,"I have shone brightly for eons, a beacon in the vast expanse of space",0.154053,0.324951,0.293847,-0.180989,0.8,0.95
19,13,"I have shone brightly for eons, a beacon in the vast expanse of space.",0.062988,0.348633,0.334988,0.041141,0.8,0.95
20,3092,"I have shone brightly for eons, a beacon in the vast expanse of space. My",1.149414,0.227539,0.065037,-0.269951,0.8,0.95
21,3177,"I have shone brightly for eons, a beacon in the vast expanse of space. My light",0.552246,0.320068,0.210243,0.145206,0.8,0.95
22,706,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has",0.058105,0.646973,0.623615,0.413372,0.8,0.95
23,84852,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced",0.557617,0.305664,0.199762,-0.423853,0.8,0.95
24,4028,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across",0.029861,0.305176,0.299514,0.099752,0.8,0.95
25,279,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the",0.42627,0.616211,0.453004,0.15349,0.8,0.95
26,83645,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos",0.958984,0.211304,0.085398,-0.367605,0.8,0.95
27,11,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos,",5e-06,0.420654,0.420653,0.335255,0.8,0.95
28,25146,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos, casting",1.275391,0.395508,0.08209,-0.338563,0.8,0.95
29,264,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos, casting a",0.647461,0.623535,0.372693,0.290603,0.8,0.95
30,8369,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos, casting a warm",0.333496,0.645996,0.512137,0.139444,0.8,0.95
31,37066,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos, casting a warm glow",0.009079,0.404053,0.401773,-0.110364,0.8,0.95
32,389,"I have shone brightly for eons, a beacon in the vast expanse of space. My light has danced across the cosmos, casting a warm glow on",0.86084,0.283691,0.131953,-0.26982,0.8,0.95
