step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,2170,As,1.360352,1.0,0.154766,0.0,0.8,0.95
2,279,As the,0.705566,0.439697,0.246937,0.092171,0.8,0.95
3,13836,As the soul,0.312012,0.338867,0.273173,0.026236,0.8,0.95
4,82294,As the soul wandered,1.358398,0.391602,0.061082,-0.212091,0.8,0.95
5,1555,As the soul wandered through,0.130859,0.529297,0.486261,0.425179,0.8,0.95
6,279,As the soul wandered through the,8e-06,0.72168,0.721676,0.235415,0.8,0.95
7,26762,As the soul wandered through the endless,1.301758,0.742676,0.141979,-0.579697,0.8,0.95
8,36310,As the soul wandered through the endless shelves,0.945801,0.393799,0.162379,0.0204,0.8,0.95
9,315,As the soul wandered through the endless shelves of,0.022903,0.363525,0.358352,0.195973,0.8,0.95
10,279,As the soul wandered through the endless shelves of the,0.004101,0.527344,0.526,0.167648,0.8,0.95
11,1306,As the soul wandered through the endless shelves of the after,0.877441,0.324219,0.14746,-0.378541,0.8,0.95
12,14789,As the soul wandered through the endless shelves of the afterlife,2.9e-05,0.337158,0.337152,0.189693,0.8,0.95
13,596,As the soul wandered through the endless shelves of the afterlife's,0.6875,0.574707,0.329211,-0.007941,0.8,0.95
14,2294,As the soul wandered through the endless shelves of the afterlife's great,0.544434,0.70459,0.466244,0.137034,0.8,0.95
15,6875,As the soul wandered through the endless shelves of the afterlife's great library,0.000263,0.3479,0.347844,-0.118401,0.8,0.95
16,11,"As the soul wandered through the endless shelves of the afterlife's great library,",1e-06,0.425537,0.425537,0.077693,0.8,0.95
17,433,"As the soul wandered through the endless shelves of the afterlife's great library, it",0.307373,0.479492,0.387918,-0.037619,0.8,0.95
18,6612,"As the soul wandered through the endless shelves of the afterlife's great library, it felt",0.671387,0.350342,0.204195,-0.183723,0.8,0.95
19,264,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a",0.65332,0.508301,0.301966,0.097771,0.8,0.95
20,5647,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense",0.424805,0.404053,0.297405,-0.004561,0.8,0.95
21,315,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of",7.9e-05,0.432373,0.432352,0.134947,0.8,0.95
22,65875,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia",1.249023,0.356934,0.079931,-0.352421,0.8,0.95
23,11623,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash",0.067017,0.405029,0.388164,0.308233,0.8,0.95
24,927,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over",3.4e-05,0.34668,0.346672,-0.041492,0.8,0.95
25,433,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it",0.013306,0.589844,0.584967,0.238295,0.8,0.95
26,13,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it.",0.000443,0.27002,0.269945,-0.315022,0.8,0.95
27,578,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The",0.326172,0.411621,0.328201,0.058256,0.8,0.95
28,3805,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air",1.048828,0.307373,0.107066,-0.221135,0.8,0.95
29,574,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was",0.000889,0.553711,0.553405,0.446339,0.8,0.95
30,12314,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick",0.04248,0.449707,0.437837,-0.115568,0.8,0.95
31,449,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with",1e-06,0.444824,0.444824,0.006987,0.8,0.95
32,279,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the",0.000924,0.741211,0.740785,0.295961,0.8,0.95
33,41466,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent",1.104492,0.425293,0.133432,-0.607354,0.8,0.95
34,315,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of",-0.0,0.451904,0.451904,0.318473,0.8,0.95
35,2362,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old",0.921875,0.722656,0.308724,-0.143181,0.8,0.95
36,87204,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment",0.41748,0.494873,0.366505,0.057782,0.8,0.95
37,323,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and",0.036194,0.448242,0.438162,0.071657,0.8,0.95
38,58366,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered",1.141602,0.504395,0.146619,-0.291543,0.8,0.95
39,24511,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets",0.700684,0.31543,0.178104,0.031486,0.8,0.95
40,13,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets.",0.171143,0.218018,0.194834,0.01673,0.8,0.95
41,578,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets. The",1.094727,0.44165,0.141243,-0.053591,0.8,0.95
42,13836,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets. The soul",0.75293,0.192993,0.102707,-0.038537,0.8,0.95
43,596,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets. The soul's",0.282227,0.335938,0.277028,0.174322,0.8,0.95
44,8537,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets. The soul's eth",1.041992,0.222656,0.078503,-0.198526,0.8,0.95
45,44353,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets. The soul's ethereal",1.6e-05,0.248169,0.248167,0.169664,0.8,0.95
46,1376,"As the soul wandered through the endless shelves of the afterlife's great library, it felt a sense of nostalgia wash over it. The air was thick with the scent of old parchment and whispered secrets. The soul's ethereal form",0.389648,0.387451,0.293648,0.045482,0.8,0.95
