step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,1163,Ch,0.373535,1.0,0.76791,0.0,0.8,0.95
2,65966,Chaos,6e-06,0.196411,0.19641,-0.571499,0.8,0.95
3,10334,Chaos theory,0.002256,0.391357,0.390809,0.194398,0.8,0.95
4,706,Chaos theory has,0.614258,0.637207,0.394011,0.003202,0.8,0.95
5,14110,Chaos theory has revolution,1.037109,0.325684,0.115816,-0.278195,0.8,0.95
6,1534,Chaos theory has revolutionized,7.8e-05,0.311035,0.31102,0.195205,0.8,0.95
7,1057,Chaos theory has revolutionized our,0.927734,0.593262,0.251286,-0.059734,0.8,0.95
8,8830,Chaos theory has revolutionized our understanding,0.001195,0.4104,0.410096,0.15881,0.8,0.95
9,315,Chaos theory has revolutionized our understanding of,2e-06,0.445312,0.445312,0.035216,0.8,0.95
10,7168,Chaos theory has revolutionized our understanding of predict,0.362061,0.390381,0.30256,-0.142751,0.8,0.95
11,2968,Chaos theory has revolutionized our understanding of predictability,1.5e-05,0.3125,0.312497,0.009937,0.8,0.95
12,304,Chaos theory has revolutionized our understanding of predictability in,0.50293,0.391113,0.268895,-0.043602,0.8,0.95
13,8198,Chaos theory has revolutionized our understanding of predictability in science,0.74707,0.367676,0.197008,-0.071887,0.8,0.95
14,11,"Chaos theory has revolutionized our understanding of predictability in science,",0.713867,0.508789,0.283115,0.086108,0.8,0.95
15,31720,"Chaos theory has revolutionized our understanding of predictability in science, revealing",1.212891,0.306641,0.075553,-0.207563,0.8,0.95
16,430,"Chaos theory has revolutionized our understanding of predictability in science, revealing that",0.015945,0.498779,0.493838,0.418285,0.8,0.95
17,1524,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even",0.853027,0.761719,0.357996,-0.135842,0.8,0.95
18,2678,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small",1.171875,0.475586,0.129299,-0.228697,0.8,0.95
19,18713,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small pert",1.014648,0.253662,0.093744,-0.035555,0.8,0.95
20,9225,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturb",4.8e-05,0.432129,0.432116,0.338372,0.8,0.95
21,811,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations",0.000446,0.136963,0.136925,-0.295191,0.8,0.95
22,649,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can",0.031311,0.486328,0.476867,0.339942,0.8,0.95
23,3063,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead",0.631348,0.491211,0.29852,-0.178347,0.8,0.95
24,311,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to",-0.0,0.592773,0.592773,0.294254,0.8,0.95
25,3544,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large",1.236328,0.479492,0.111159,-0.481615,0.8,0.95
26,13230,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale",0.011017,0.729004,0.724014,0.612855,0.8,0.95
27,11,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale,",0.940918,0.703125,0.29206,-0.431953,0.8,0.95
28,50235,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable",1.272461,0.536133,0.112253,-0.179807,0.8,0.95
29,16296,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences",0.255371,0.352539,0.296601,0.184348,0.8,0.95
30,13,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences.",0.01741,0.316895,0.313466,0.016865,0.8,0.95
31,1115,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences. This",0.733887,0.246826,0.134276,-0.17919,0.8,0.95
32,7434,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences. This concept",0.965332,0.519043,0.207724,0.073448,0.8,0.95
33,11774,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences. This concept challenges",1.410156,0.159668,0.01977,-0.187954,0.8,0.95
34,279,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences. This concept challenges the",0.081665,0.730957,0.693867,0.674097,0.8,0.95
35,8776,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences. This concept challenges the traditional",0.894531,0.795898,0.353535,-0.340332,0.8,0.95
36,23035,"Chaos theory has revolutionized our understanding of predictability in science, revealing that even small perturbations can lead to large-scale, unpredictable consequences. This concept challenges the traditional notion",0.660645,0.411377,0.242514,-0.111021,0.8,0.95
