step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,10267,Let,0.94043,1.0,0.415678,0.0,0.8,0.95
2,596,Let's,0.004425,0.393066,0.391986,-0.023692,0.8,0.95
3,1935,Let's take,0.214966,0.325684,0.282183,-0.109802,0.8,0.95
4,264,Let's take a,0.573242,0.57373,0.369382,0.087198,0.8,0.95
5,21765,Let's take a passage,0.04425,0.490234,0.476756,0.107374,0.8,0.95
6,505,Let's take a passage from,4e-06,0.463623,0.463622,-0.013134,0.8,0.95
7,279,Let's take a passage from the,0.034821,0.663574,0.649218,0.185596,0.8,0.95
8,17377,Let's take a passage from the Bible,0.432129,0.39917,0.291994,-0.357224,0.8,0.95
9,11,"Let's take a passage from the Bible,",0.133179,0.637207,0.584479,0.292485,0.8,0.95
10,11951,"Let's take a passage from the Bible, specifically",0.141846,0.799805,0.729315,0.144836,0.8,0.95
11,25459,"Let's take a passage from the Bible, specifically Luke",1.599609,0.459473,0.002806,-0.726509,0.8,0.95
12,220,"Let's take a passage from the Bible, specifically Luke ",0.001188,0.455566,0.45523,0.452424,0.8,0.95
13,21,"Let's take a passage from the Bible, specifically Luke 6",1.581055,0.242554,0.004278,-0.450952,0.8,0.95
14,25,"Let's take a passage from the Bible, specifically Luke 6:",2e-06,0.159058,0.159057,0.15478,0.8,0.95
15,1544,"Let's take a passage from the Bible, specifically Luke 6:27",0.727051,0.136719,0.074957,-0.0841,0.8,0.95
16,12,"Let's take a passage from the Bible, specifically Luke 6:27-",0.006119,0.160034,0.159426,0.084469,0.8,0.95
17,1591,"Let's take a passage from the Bible, specifically Luke 6:27-28",0.856934,0.135254,0.063239,-0.096187,0.8,0.95
18,11,"Let's take a passage from the Bible, specifically Luke 6:27-28,",0.815918,0.699219,0.344744,0.281505,0.8,0.95
19,902,"Let's take a passage from the Bible, specifically Luke 6:27-28, which",0.680176,0.495117,0.285872,-0.058872,0.8,0.95
20,16181,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads",0.842773,0.40332,0.192124,-0.093748,0.8,0.95
21,1473,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

",0.056427,0.19458,0.187758,-0.004366,0.8,0.95
22,42513,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But",0.196533,0.24646,0.216364,0.028606,0.8,0.95
23,358,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I",0.037384,0.356689,0.348404,0.13204,0.8,0.95
24,2019,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say",0.049438,0.305176,0.295801,-0.052603,0.8,0.95
25,30449,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto",0.603516,0.513184,0.320747,0.024946,0.8,0.95
26,499,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you",0.002224,0.370117,0.369606,0.048858,0.8,0.95
27,430,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that",0.549805,0.439697,0.289491,-0.080115,0.8,0.95
28,6865,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear",0.415283,0.344482,0.255596,-0.033895,0.8,0.95
29,11,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear,",0.106323,0.375488,0.350683,0.095087,0.8,0.95
30,10919,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love",0.011803,0.287598,0.285489,-0.065194,0.8,0.95
31,701,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your",0.013428,0.377197,0.37405,0.088562,0.8,0.95
32,14207,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies",0.000679,0.188843,0.188763,-0.185287,0.8,0.95
33,11,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies,",0.001357,0.509277,0.508848,0.320085,0.8,0.95
34,656,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do",0.038605,0.466309,0.455123,-0.053724,0.8,0.95
35,1695,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good",0.004135,0.421875,0.420791,-0.034332,0.8,0.95
36,311,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to",0.002462,0.471436,0.470714,0.049923,0.8,0.95
37,1884,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those",0.693359,0.51416,0.292656,-0.178059,0.8,0.95
38,889,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who",0.213501,0.509766,0.442142,0.149487,0.8,0.95
39,12491,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate",0.005562,0.351074,0.349861,-0.092281,0.8,0.95
40,499,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you",9.6e-05,0.320801,0.320782,-0.029079,0.8,0.95
41,11,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you,",0.000358,0.507324,0.507211,0.18643,0.8,0.95
42,16458,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless",0.078674,0.376709,0.358294,-0.148917,0.8,0.95
43,1884,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those",0.148071,0.597168,0.542227,0.183933,0.8,0.95
44,889,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who",0.004864,0.479004,0.477556,-0.064671,0.8,0.95
45,41100,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse",0.002783,0.311279,0.310741,-0.166815,0.8,0.95
46,499,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you",5.7e-05,0.425049,0.425034,0.114293,0.8,0.95
47,11,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you,",2e-05,0.506836,0.50683,0.081796,0.8,0.95
48,24739,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray",0.218872,0.478027,0.413019,-0.093811,0.8,0.95
49,369,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for",6e-06,0.523438,0.523436,0.110416,0.8,0.95
50,1884,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those",0.000121,0.413574,0.413543,-0.109892,0.8,0.95
51,889,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who",0.000132,0.198853,0.198836,-0.214707,0.8,0.95
52,11737,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse",0.166504,0.294678,0.264192,0.065356,0.8,0.95
53,499,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you",0.000317,0.424316,0.424233,0.160041,0.8,0.95
54,13,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you.",0.124695,0.41626,0.384009,-0.040224,0.8,0.95
55,2057,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To",0.006035,0.348633,0.347326,-0.036684,0.8,0.95
56,1884,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those",0.675781,0.41626,0.241478,-0.105848,0.8,0.95
57,889,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who",0.000236,0.457764,0.457697,0.216219,0.8,0.95
58,13471,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike",0.041534,0.364258,0.354857,-0.102839,0.8,0.95
59,499,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you",0.000518,0.391113,0.390987,0.03613,0.8,0.95
60,389,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on",0.006035,0.345215,0.34392,-0.047067,0.8,0.95
61,279,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the",0.052979,0.619141,0.59876,0.25484,0.8,0.95
62,41803,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek",0.001059,0.249878,0.249714,-0.349047,0.8,0.95
63,11,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek,",0.000593,0.586426,0.58621,0.336496,0.8,0.95
64,3085,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer",0.030624,0.428955,0.420793,-0.165417,0.8,0.95
65,279,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the",0.248413,0.492676,0.416632,-0.004161,0.8,0.95
66,1023,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other",1.6e-05,0.404541,0.404537,-0.012095,0.8,0.95
67,1101,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also",0.086243,0.501465,0.474594,0.070057,0.8,0.95
68,26,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also;",0.102478,0.51709,0.484165,0.009572,0.8,0.95
69,323,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also; and",0.004166,0.631836,0.630201,0.146035,0.8,0.95
70,505,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also; and from",0.030655,0.489014,0.479699,-0.150501,0.8,0.95
71,832,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also; and from one",0.733398,0.434082,0.236277,-0.243423,0.8,0.95
72,889,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also; and from one who",0.002106,0.364502,0.364025,0.127748,0.8,0.95
73,5097,"Let's take a passage from the Bible, specifically Luke 6:27-28, which reads:

""But I say unto you that hear, Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you. To those who strike you on the cheek, offer the other also; and from one who takes",0.003227,0.283447,0.282879,-0.081146,0.8,0.95
