step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,45320,Quant,0.694336,1.0,0.568585,0.0,0.8,0.95
2,372,Quantum,-0.0,0.421143,0.421143,-0.147442,0.8,0.95
3,1218,Quantum ent,0.014702,0.229736,0.227638,-0.193505,0.8,0.95
4,526,Quantum entang,1.4e-05,0.431885,0.431881,0.204243,0.8,0.95
5,1001,Quantum entanglement,6.6e-05,0.163086,0.163079,-0.268802,0.8,0.95
6,374,Quantum entanglement is,0.111572,0.458008,0.426257,0.263178,0.8,0.95
7,264,Quantum entanglement is a,0.031464,0.61084,0.598898,0.172641,0.8,0.95
8,16188,Quantum entanglement is a fundamental,0.619629,0.612793,0.376869,-0.222029,0.8,0.95
9,7434,Quantum entanglement is a fundamental concept,0.273438,0.408203,0.338851,-0.038019,0.8,0.95
10,304,Quantum entanglement is a fundamental concept in,4.2e-05,0.384277,0.384267,0.045416,0.8,0.95
11,6617,Quantum entanglement is a fundamental concept in modern,0.356934,0.760742,0.592028,0.207761,0.8,0.95
12,22027,Quantum entanglement is a fundamental concept in modern physics,0.00872,0.328857,0.327076,-0.264953,0.8,0.95
13,430,Quantum entanglement is a fundamental concept in modern physics that,0.005131,0.527344,0.525663,0.198587,0.8,0.95
14,706,Quantum entanglement is a fundamental concept in modern physics that has,0.190918,0.529785,0.46694,-0.058723,0.8,0.95
15,14110,Quantum entanglement is a fundamental concept in modern physics that has revolution,0.862793,0.302734,0.140443,-0.326496,0.8,0.95
16,1534,Quantum entanglement is a fundamental concept in modern physics that has revolutionized,3.1e-05,0.351318,0.351312,0.210868,0.8,0.95
17,1057,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our,0.00079,0.537598,0.537334,0.186022,0.8,0.95
18,8830,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding,1.9e-05,0.385254,0.385249,-0.152084,0.8,0.95
19,315,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of,-0.0,0.535645,0.535645,0.150395,0.8,0.95
20,279,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the,0.248413,0.61377,0.519036,-0.016609,0.8,0.95
21,7865,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior,0.210815,0.437988,0.380618,-0.138418,0.8,0.95
22,315,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior of,1.7e-05,0.520996,0.52099,0.140373,0.8,0.95
23,19252,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior of particles,0.667969,0.513672,0.300481,-0.220509,0.8,0.95
24,520,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior of particles at,0.050598,0.424316,0.410977,0.110495,0.8,0.95
25,279,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior of particles at the,0.007389,0.710449,0.707187,0.296211,0.8,0.95
26,25524,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior of particles at the atomic,1.102539,0.477295,0.150326,-0.556862,0.8,0.95
27,323,Quantum entanglement is a fundamental concept in modern physics that has revolutionized our understanding of the behavior of particles at the atomic and,0.000147,0.363281,0.363248,0.212922,0.8,0.95
