step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,8586,Here,1.108398,1.0,0.311313,0.0,0.8,0.95
2,374,Here is,0.919922,0.529297,0.226762,-0.084552,0.8,0.95
3,264,Here is a,0.29541,0.618652,0.5051,0.278338,0.8,0.95
4,19775,Here is a narrative,0.767578,0.505859,0.264603,-0.240496,0.8,0.95
5,3309,Here is a narrative told,1.052734,0.489502,0.169318,-0.095285,0.8,0.95
6,2380,Here is a narrative told three,0.199097,0.39624,0.347223,0.177905,0.8,0.95
7,3115,Here is a narrative told three times,0.000373,0.362549,0.362465,0.015242,0.8,0.95
8,11,"Here is a narrative told three times,",0.712891,0.531738,0.296208,-0.066257,0.8,0.95
9,3131,"Here is a narrative told three times, once",0.63623,0.512695,0.310021,0.013813,0.8,0.95
10,304,"Here is a narrative told three times, once in",0.002703,0.552246,0.551319,0.241298,0.8,0.95
11,6498,"Here is a narrative told three times, once in English",0.013573,0.453613,0.449788,-0.101531,0.8,0.95
12,11,"Here is a narrative told three times, once in English,",1.3e-05,0.462646,0.462643,0.012855,0.8,0.95
13,3131,"Here is a narrative told three times, once in English, once",0.001271,0.520508,0.520097,0.057454,0.8,0.95
14,304,"Here is a narrative told three times, once in English, once in",-0.0,0.525879,0.525879,0.005782,0.8,0.95
15,8620,"Here is a narrative told three times, once in English, once in Chinese",0.014656,0.307861,0.305058,-0.220821,0.8,0.95
16,11,"Here is a narrative told three times, once in English, once in Chinese,",0.159058,0.209595,0.188881,-0.116177,0.8,0.95
17,323,"Here is a narrative told three times, once in English, once in Chinese, and",0.27124,0.710938,0.591122,0.402242,0.8,0.95
18,3131,"Here is a narrative told three times, once in English, once in Chinese, and once",1.4e-05,0.417969,0.417965,-0.173157,0.8,0.95
19,304,"Here is a narrative told three times, once in English, once in Chinese, and once in",-0.0,0.393066,0.393066,-0.024899,0.8,0.95
20,8690,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian",0.012154,0.204712,0.203166,-0.1899,0.8,0.95
21,11,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian,",0.029419,0.405273,0.397865,0.194699,0.8,0.95
22,1855,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each",0.497803,0.791504,0.54669,0.148825,0.8,0.95
23,449,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with",0.731934,0.504395,0.275008,-0.271682,0.8,0.95
24,502,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new",1.108398,0.641602,0.199739,-0.075269,0.8,0.95
25,16033,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral",4.3e-05,0.596191,0.596175,0.396436,0.8,0.95
26,25127,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications",0.000312,0.341797,0.341731,-0.254445,0.8,0.95
27,1473,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

",0.281006,0.180176,0.148717,-0.193013,0.8,0.95
28,334,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**",0.140625,0.737793,0.673328,0.524611,0.8,0.95
29,23392,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English",0.017059,0.349609,0.345904,-0.327424,0.8,0.95
30,6207,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version",0.275635,0.699707,0.579874,0.23397,0.8,0.95
31,57277,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

",0.642578,0.228882,0.137499,-0.442375,0.8,0.95
32,12805,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once",1.064453,0.258057,0.087383,-0.050117,0.8,0.95
33,5304,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon",0.0755,0.405029,0.386029,0.298646,0.8,0.95
34,264,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a",-0.0,0.427979,0.427979,0.04195,0.8,0.95
35,892,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time",8.2e-05,0.266113,0.2661,-0.161879,0.8,0.95
36,11,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time,",0.009087,0.622559,0.619044,0.352944,0.8,0.95
37,1070,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time, there",0.897461,0.397705,0.175935,-0.443108,0.8,0.95
38,574,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time, there was",0.026688,0.472412,0.464579,0.288643,0.8,0.95
39,264,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time, there was a",0.00333,0.60498,0.603729,0.13915,0.8,0.95
40,3995,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time, there was a young",1.304688,0.726562,0.137576,-0.466153,0.8,0.95
41,39824,"Here is a narrative told three times, once in English, once in Chinese, and once in Russian, each with new moral implications:

**English Version**

Once upon a time, there was a young rabbit",1.322266,0.335205,0.059811,-0.077765,0.8,0.95
