step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,2170,As,1.300781,1.0,0.191779,0.0,0.8,0.95
2,2999,As Dr,1.537109,0.393555,0.017686,-0.174093,0.8,0.95
3,13,As Dr.,0.00011,0.558594,0.558556,0.540869,0.8,0.95
4,63855,As Dr. Patel,1.342773,0.146973,0.024352,-0.534204,0.8,0.95
5,596,As Dr. Patel's,1.178711,0.351562,0.094087,0.069736,0.8,0.95
6,4339,As Dr. Patel's words,0.642578,0.304199,0.182746,0.088659,0.8,0.95
7,85750,As Dr. Patel's words flowed,1.361328,0.43457,0.066993,-0.115753,0.8,0.95
8,1555,As Dr. Patel's words flowed through,1.519531,0.231079,0.012909,-0.054084,0.8,0.95
9,279,As Dr. Patel's words flowed through the,1.048828,0.467285,0.162768,0.149859,0.8,0.95
10,46588,As Dr. Patel's words flowed through the translator,1.155273,0.498535,0.140681,-0.022087,0.8,0.95
11,596,As Dr. Patel's words flowed through the translator's,0.146484,0.619141,0.562789,0.422108,0.8,0.95
12,2487,As Dr. Patel's words flowed through the translator's ear,0.645508,0.434814,0.260421,-0.302368,0.8,0.95
13,23164,As Dr. Patel's words flowed through the translator's earpiece,0.300537,0.521484,0.424105,0.163685,0.8,0.95
14,11,"As Dr. Patel's words flowed through the translator's earpiece,",0.000201,0.272217,0.272183,-0.151923,0.8,0.95
15,51444,"As Dr. Patel's words flowed through the translator's earpiece, Maya",1.582031,0.263672,0.00449,-0.267693,0.8,0.95
16,596,"As Dr. Patel's words flowed through the translator's earpiece, Maya's",0.881348,0.412354,0.186544,0.182054,0.8,0.95
17,19779,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers",1.310547,0.316162,0.058715,-0.127829,0.8,0.95
18,32122,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew",0.923828,0.539062,0.229637,0.170922,0.8,0.95
19,4028,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across",0.059937,0.37793,0.363855,0.134218,0.8,0.95
20,279,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the",0.110718,0.585938,0.545629,0.181774,0.8,0.95
21,13939,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard",0.509277,0.391602,0.267686,-0.277943,0.8,0.95
22,11,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard,",0.210571,0.606445,0.527101,0.259414,0.8,0.95
23,40880,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing",1.442383,0.423096,0.043916,-0.483185,0.8,0.95
24,279,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the",0.663574,0.572266,0.336319,0.292403,0.8,0.95
25,84889,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances",0.220337,0.412842,0.356323,0.020003,0.8,0.95
26,315,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of",0.00338,0.420166,0.419284,0.062961,0.8,0.95
27,813,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his",0.634766,0.688965,0.417236,-0.002048,0.8,0.95
28,8982,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech",1.545898,0.299072,0.011807,-0.405429,0.8,0.95
29,449,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with",0.993164,0.344482,0.131907,0.120099,0.8,0.95
30,16437,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision",0.471191,0.423584,0.299572,0.167666,0.8,0.95
31,13,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision.",0.045807,0.281738,0.27372,-0.025853,0.8,0.95
32,3005,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She",0.885742,0.234497,0.105443,-0.168276,0.8,0.95
33,1047,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had",0.608398,0.588379,0.36596,0.260517,0.8,0.95
34,6575,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked",1.004883,0.386719,0.145264,-0.220697,0.8,0.95
35,449,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with",0.17334,0.379639,0.338751,0.193487,0.8,0.95
36,279,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the",1.459961,0.610352,0.056687,-0.282064,0.8,0.95
37,37048,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned",0.983887,0.726562,0.282398,0.225711,0.8,0.95
38,12025,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned ast",1.555664,0.262695,0.008777,-0.273621,0.8,0.95
39,22761,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astroph",0.000663,0.390625,0.390464,0.381687,0.8,0.95
40,1065,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophys",0.001184,0.493896,0.493533,0.103069,0.8,0.95
41,292,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophysic",6e-05,0.41626,0.416244,-0.077289,0.8,0.95
42,380,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophysicist",4.1e-05,0.184082,0.184077,-0.232167,0.8,0.95
43,389,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophysicist on",1.498047,0.537598,0.037208,-0.14687,0.8,0.95
44,3892,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophysicist on several",0.960449,0.680176,0.274274,0.237066,0.8,0.95
45,25975,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophysicist on several occasions",0.535156,0.330322,0.220486,-0.053787,0.8,0.95
46,11,"As Dr. Patel's words flowed through the translator's earpiece, Maya's fingers flew across the keyboard, capturing the nuances of his speech with precision. She had worked with the renowned astrophysicist on several occasions,",0.082642,0.416748,0.395349,0.174862,0.8,0.95
