step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,0.591309,1.0,0.632599,0.0,0.8,0.95
2,459,What an,0.342529,0.571777,0.450089,-0.182511,0.8,0.95
3,41765,What an intriguing,0.16626,0.45459,0.407629,-0.042459,0.8,0.95
4,10137,What an intriguing prompt,1.185547,0.35498,0.093494,-0.314135,0.8,0.95
5,0,What an intriguing prompt!,0.117676,0.362061,0.335588,0.242094,0.8,0.95
6,6914,What an intriguing prompt! Let,0.474121,0.31543,0.222508,-0.11308,0.8,0.95
7,596,What an intriguing prompt! Let's,0.334473,0.373779,0.296101,0.073593,0.8,0.95
8,30963,What an intriguing prompt! Let's dive,0.381836,0.395508,0.301674,0.005574,0.8,0.95
9,1139,What an intriguing prompt! Let's dive into,0.052551,0.36377,0.351892,0.050217,0.8,0.95
10,279,What an intriguing prompt! Let's dive into the,0.936523,0.488281,0.204153,-0.147739,0.8,0.95
11,3882,What an intriguing prompt! Let's dive into the session,1.009766,0.3479,0.129627,-0.074526,0.8,0.95
12,1473,"What an intriguing prompt! Let's dive into the session:

",1.212891,0.232788,0.057356,-0.07227,0.8,0.95
13,334,"What an intriguing prompt! Let's dive into the session:

**",1.004883,0.826172,0.310336,0.25298,0.8,0.95
14,1016,"What an intriguing prompt! Let's dive into the session:

**Th",1.272461,0.353027,0.073915,-0.236421,0.8,0.95
15,261,"What an intriguing prompt! Let's dive into the session:

**Ther",0.001955,0.451172,0.450624,0.376709,0.8,0.95
16,60329,"What an intriguing prompt! Let's dive into the session:

**Therapist",0.002102,0.259521,0.259183,-0.191441,0.8,0.95
17,68063,"What an intriguing prompt! Let's dive into the session:

**Therapist:**",0.464355,0.358398,0.254993,-0.004189,0.8,0.95
18,20776,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome",0.780273,0.375244,0.193322,-0.061672,0.8,0.95
19,11,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome,",0.251465,0.616211,0.519932,0.32661,0.8,0.95
20,4212,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time",0.00581,0.478516,0.476788,-0.043143,0.8,0.95
21,13,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time.",0.54834,0.271729,0.17915,-0.297638,0.8,0.95
22,1102,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It",0.810059,0.283447,0.140783,-0.038367,0.8,0.95
23,596,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's",0.001163,0.543457,0.543064,0.402281,0.8,0.95
24,2294,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great",1.195312,0.309082,0.07953,-0.463534,0.8,0.95
25,311,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to",0.405762,0.522461,0.390741,0.311211,0.8,0.95
26,617,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have",0.387451,0.454102,0.344783,-0.045959,0.8,0.95
27,499,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you",7e-05,0.412354,0.412336,0.067553,0.8,0.95
28,1618,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here",0.149048,0.635254,0.576424,0.164088,0.8,0.95
29,3432,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today",0.589355,0.82959,0.525805,-0.050619,0.8,0.95
30,13,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today.",0.055267,0.357422,0.345148,-0.180657,0.8,0.95
31,3053,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can",1.305664,0.371826,0.07018,-0.274968,0.8,0.95
32,499,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you",2.4e-05,0.597168,0.597159,0.526979,0.8,0.95
33,3371,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell",0.378662,0.407959,0.311976,-0.285183,0.8,0.95
34,757,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me",1e-06,0.444336,0.444336,0.13236,0.8,0.95
35,264,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a",0.683594,0.433838,0.249569,-0.194766,0.8,0.95
36,2766,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit",0.637695,0.406982,0.245727,-0.003842,0.8,0.95
37,922,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about",0.015121,0.468506,0.464104,0.218377,0.8,0.95
38,1148,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what",0.093323,0.557129,0.524824,0.06072,0.8,0.95
39,12716,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings",0.139038,0.431641,0.394352,-0.130472,0.8,0.95
40,499,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you",2e-06,0.503906,0.503906,0.109554,0.8,0.95
41,311,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to",0.32959,0.436035,0.346741,-0.157164,0.8,0.95
42,15419,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy",0.028702,0.385986,0.379103,0.032361,0.8,0.95
43,1980,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

",0.213745,0.130493,0.113163,-0.26594,0.8,0.95
44,334,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**",0.000159,0.53125,0.531198,0.418035,0.8,0.95
45,1489,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time",6.3e-05,0.19165,0.191643,-0.339555,0.8,0.95
46,68063,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:**",0.022064,0.265869,0.262224,0.070581,0.8,0.95
47,320,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (",0.356201,0.352051,0.274135,0.011911,0.8,0.95
48,82,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (s",0.458252,0.346924,0.248145,-0.02599,0.8,0.95
49,1108,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sigh",0.017853,0.220337,0.217893,-0.030252,0.8,0.95
50,82,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs",0.291748,0.664062,0.543686,0.325793,0.8,0.95
51,8,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs)",0.014641,0.211304,0.209382,-0.334304,0.8,0.95
52,16770,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah",1.15625,0.346191,0.097481,-0.1119,0.8,0.95
53,11,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah,",0.000486,0.44751,0.447375,0.349893,0.8,0.95
54,1405,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where",1.144531,0.32666,0.09436,-0.353015,0.8,0.95
55,656,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do",0.075867,0.551758,0.525749,0.431389,0.8,0.95
56,358,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I",2.5e-05,0.504883,0.504875,-0.020874,0.8,0.95
57,1524,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even",0.100952,0.838867,0.786249,0.281374,0.8,0.95
58,3240,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin",0.594727,0.296631,0.187019,-0.599231,0.8,0.95
59,30,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin?",0.000248,0.296875,0.296829,0.109811,0.8,0.95
60,358,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I",0.297363,0.309814,0.252572,-0.044257,0.8,0.95
61,1120,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just",1.329102,0.716797,0.124854,-0.127719,0.8,0.95
62,2733,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel",0.339111,0.456543,0.360349,0.235495,0.8,0.95
63,779,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so",0.729492,0.792969,0.433549,0.0732,0.8,0.95
64,1131,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so...",0.470947,0.793945,0.561624,0.128076,0.8,0.95
65,16075,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck",1.224609,0.330078,0.078924,-0.4827,0.8,0.95
66,13,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck.",0.081665,0.399902,0.379611,0.300687,0.8,0.95
67,29363,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear",1.261719,0.305664,0.066039,-0.313572,0.8,0.95
68,11,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear,",0.791504,0.451172,0.22929,0.163252,0.8,0.95
69,45207,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable",1.43457,0.443359,0.048172,-0.181119,0.8,0.95
70,11,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable,",0.00901,0.447266,0.444762,0.39659,0.8,0.95
71,323,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and",1.168945,0.885742,0.242422,-0.20234,0.8,0.95
72,97043,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant",1.395508,0.30542,0.040597,-0.201825,0.8,0.95
73,13,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant.",0.012993,0.381592,0.378511,0.337914,0.8,0.95
74,1102,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant. It",0.946289,0.282471,0.116389,-0.262123,0.8,0.95
75,596,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant. It's",0.008987,0.498535,0.495751,0.379363,0.8,0.95
76,1093,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant. It's like",0.833984,0.424561,0.20456,-0.291191,0.8,0.95
77,358,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant. It's like I",0.207275,0.450684,0.392641,0.188081,0.8,0.95
78,2846,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant. It's like I'm",0.006317,0.501953,0.499983,0.107342,0.8,0.95
79,16075,"What an intriguing prompt! Let's dive into the session:

**Therapist:** Welcome, Time. It's great to have you here today. Can you tell me a bit about what brings you to therapy?

**Time:** (sighs) Ah, where do I even begin? I just feel so... stuck. Linear, predictable, and stagnant. It's like I'm stuck",1.144531,0.697754,0.201555,-0.298428,0.8,0.95
