step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,8586,Here,1.078125,1.0,0.330123,0.0,0.8,0.95
2,527,Here are,0.35791,0.537109,0.417666,0.087543,0.8,0.95
3,279,Here are the,0.003771,0.824219,0.822288,0.404622,0.8,0.95
4,37793,Here are the translations,0.535645,0.426514,0.284564,-0.537724,0.8,0.95
5,1473,"Here are the translations:

",0.71582,0.260986,0.144909,-0.139655,0.8,0.95
6,334,"Here are the translations:

**",0.233154,0.739746,0.632581,0.487672,0.8,0.95
7,23392,"Here are the translations:

**English",0.007866,0.260254,0.258982,-0.373599,0.8,0.95
8,25,"Here are the translations:

**English:",0.094666,0.571777,0.538146,0.279164,0.8,0.95
9,1035,"Here are the translations:

**English:**
",0.69043,0.307617,0.175653,-0.362493,0.8,0.95
10,39509,"Here are the translations:

**English:**
Gravity",0.032471,0.267578,0.26218,0.086527,0.8,0.95
11,374,"Here are the translations:

**English:**
Gravity is",0.003717,0.446777,0.445745,0.183566,0.8,0.95
12,264,"Here are the translations:

**English:**
Gravity is a",0.02272,0.559082,0.55119,0.105444,0.8,0.95
13,16188,"Here are the translations:

**English:**
Gravity is a fundamental",0.146118,0.646973,0.588235,0.037046,0.8,0.95
14,5457,"Here are the translations:

**English:**
Gravity is a fundamental force",0.064514,0.384521,0.369108,-0.219127,0.8,0.95
15,315,"Here are the translations:

**English:**
Gravity is a fundamental force of",0.116943,0.402832,0.373562,0.004454,0.8,0.95
16,7138,"Here are the translations:

**English:**
Gravity is a fundamental force of nature",0.003441,0.285889,0.285277,-0.088284,0.8,0.95
17,430,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that",0.026291,0.534668,0.525934,0.240656,0.8,0.95
18,11384,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes",0.61084,0.354736,0.220101,-0.305833,0.8,0.95
19,6302,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects",0.012825,0.455811,0.452178,0.232077,0.8,0.95
20,449,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with",0.028412,0.35083,0.344637,-0.107542,0.8,0.95
21,3148,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass",0.000109,0.335449,0.335427,-0.00921,0.8,0.95
22,311,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass to",0.268799,0.459473,0.382734,0.047308,0.8,0.95
23,9504,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass to attract",0.014801,0.374756,0.371309,-0.011425,0.8,0.95
24,1855,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass to attract each",0.001931,0.393555,0.393082,0.021773,0.8,0.95
25,1023,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass to attract each other",9e-06,0.295898,0.295897,-0.097186,0.8,0.95
26,13,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass to attract each other.",0.015511,0.338623,0.33536,0.039463,0.8,0.95
27,1102,"Here are the translations:

**English:**
Gravity is a fundamental force of nature that causes objects with mass to attract each other. It",1.240234,0.344238,0.078968,-0.256392,0.8,0.95
