step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,8586,Here,1.091797,1.0,0.321628,0.0,0.8,0.95
2,596,Here's,0.657715,0.544434,0.321945,0.000316,0.8,0.95
3,264,Here's a,0.001338,0.643555,0.64302,0.321075,0.8,0.95
4,33894,Here's a poem,0.002937,0.435303,0.434508,-0.208511,0.8,0.95
5,430,Here's a poem that,0.005844,0.542969,0.540997,0.106489,0.8,0.95
6,41424,Here's a poem that explores,1.335938,0.316162,0.053727,-0.48727,0.8,0.95
7,279,Here's a poem that explores the,0.02533,0.620117,0.610358,0.556631,0.8,0.95
8,7057,Here's a poem that explores the theme,0.044983,0.516602,0.502163,-0.108195,0.8,0.95
9,315,Here's a poem that explores the theme of,1e-06,0.575195,0.575195,0.073032,0.8,0.95
10,18475,Here's a poem that explores the theme of transformation,4e-05,0.461182,0.46117,-0.114025,0.8,0.95
11,323,Here's a poem that explores the theme of transformation and,6e-06,0.415527,0.415526,-0.045644,0.8,0.95
12,31426,Here's a poem that explores the theme of transformation and unity,0.000115,0.326416,0.326393,-0.089133,0.8,0.95
13,11,"Here's a poem that explores the theme of transformation and unity,",0.441162,0.618164,0.448719,0.122327,0.8,0.95
14,27115,"Here's a poem that explores the theme of transformation and unity, gradually",0.881348,0.765625,0.346359,-0.10236,0.8,0.95
15,32931,"Here's a poem that explores the theme of transformation and unity, gradually shifting",0.700195,0.434814,0.245646,-0.100714,0.8,0.95
16,505,"Here's a poem that explores the theme of transformation and unity, gradually shifting from",0.012589,0.477051,0.473319,0.227674,0.8,0.95
17,6498,"Here's a poem that explores the theme of transformation and unity, gradually shifting from English",2.3e-05,0.524902,0.524895,0.051575,0.8,0.95
18,311,"Here's a poem that explores the theme of transformation and unity, gradually shifting from English to",0.000415,0.440186,0.440072,-0.084823,0.8,0.95
19,11002,"Here's a poem that explores the theme of transformation and unity, gradually shifting from English to Japanese",0.000113,0.453613,0.453581,0.01351,0.8,0.95
20,1473,"Here's a poem that explores the theme of transformation and unity, gradually shifting from English to Japanese:

",0.160522,0.193115,0.173854,-0.279727,0.8,0.95
21,644,"Here's a poem that explores the theme of transformation and unity, gradually shifting from English to Japanese:

In",0.550293,0.384033,0.252726,0.078872,0.8,0.95
22,279,"Here's a poem that explores the theme of transformation and unity, gradually shifting from English to Japanese:

In the",0.961914,0.70166,0.282298,0.029572,0.8,0.95
