step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,1999,Class,0.521484,1.0,0.675984,0.0,0.8,0.95
2,950,Classical,1.2e-05,0.424561,0.424558,-0.251426,0.8,0.95
3,30126,Classical mechanics,0.002941,0.350342,0.349702,-0.074856,0.8,0.95
4,323,Classical mechanics and,0.248779,0.283447,0.239633,-0.110068,0.8,0.95
5,31228,Classical mechanics and quantum,0.000708,0.459473,0.459271,0.219637,0.8,0.95
6,30126,Classical mechanics and quantum mechanics,1.8e-05,0.165649,0.165648,-0.293623,0.8,0.95
7,1782,Classical mechanics and quantum mechanics differ,1.266602,0.497803,0.10604,-0.059608,0.8,0.95
8,12207,Classical mechanics and quantum mechanics differ significantly,0.490479,0.561035,0.390059,0.284019,0.8,0.95
9,304,Classical mechanics and quantum mechanics differ significantly in,4.6e-05,0.513184,0.513169,0.12311,0.8,0.95
10,872,Classical mechanics and quantum mechanics differ significantly in their,0.00139,0.536621,0.536157,0.022989,0.8,0.95
11,6514,Classical mechanics and quantum mechanics differ significantly in their treatment,0.705566,0.466797,0.262156,-0.274001,0.8,0.95
12,315,Classical mechanics and quantum mechanics differ significantly in their treatment of,2e-06,0.486572,0.486572,0.224415,0.8,0.95
13,6449,Classical mechanics and quantum mechanics differ significantly in their treatment of determin,0.000136,0.333496,0.333468,-0.153104,0.8,0.95
14,2191,Classical mechanics and quantum mechanics differ significantly in their treatment of determinism,2.3e-05,0.231934,0.23193,-0.101538,0.8,0.95
15,11,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism,",0.644531,0.499023,0.29918,0.067249,0.8,0.95
16,902,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which",0.73584,0.422119,0.229125,-0.070055,0.8,0.95
17,374,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is",0.800293,0.512207,0.257512,0.028387,0.8,0.95
18,279,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the",0.206421,0.400879,0.349464,0.091951,0.8,0.95
19,4623,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea",0.248901,0.455811,0.385319,0.035855,0.8,0.95
20,430,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that",0.000268,0.310547,0.310495,-0.074824,0.8,0.95
21,279,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the",0.65332,0.625,0.371293,0.060798,0.8,0.95
22,1614,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state",1.543945,0.426758,0.017366,-0.353927,0.8,0.95
23,315,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of",0.012299,0.5,0.496179,0.478813,0.8,0.95
24,264,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a",0.556641,0.652832,0.427043,-0.069136,0.8,0.95
25,1887,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system",0.123718,0.345459,0.318903,-0.10814,0.8,0.95
26,649,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can",0.711914,0.506348,0.282371,-0.036532,0.8,0.95
27,387,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be",0.001654,0.605957,0.605334,0.322963,0.8,0.95
28,24559,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely",0.449951,0.755371,0.544192,-0.061143,0.8,0.95
29,19698,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted",0.78125,0.448975,0.231034,-0.313157,0.8,0.95
30,2728,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given",1.244141,0.383057,0.086943,-0.144091,0.8,0.95
31,4686,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete",1.294922,0.676758,0.132252,0.045309,0.8,0.95
32,6677,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge",0.074036,0.502441,0.479329,0.347077,0.8,0.95
33,315,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of",3.8e-05,0.513672,0.51366,0.034331,0.8,0.95
34,1202,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its",0.160156,0.725586,0.653382,0.139723,0.8,0.95
35,2926,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial",0.1073,0.705078,0.658071,0.004689,0.8,0.95
36,4787,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions",0.020645,0.387207,0.38224,-0.275831,0.8,0.95
37,323,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and",0.270996,0.326904,0.27186,-0.11038,0.8,0.95
38,279,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the",0.64209,0.79541,0.478079,0.206219,0.8,0.95
39,7016,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws",0.145508,0.471924,0.429258,-0.048821,0.8,0.95
40,10217,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws governing",0.42627,0.391602,0.287883,-0.141374,0.8,0.95
41,1202,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws governing its",0.00584,0.645508,0.643165,0.355282,0.8,0.95
42,7865,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws governing its behavior",0.067749,0.223145,0.213751,-0.429414,0.8,0.95
43,382,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws governing its behavior.

",0.349365,0.246704,0.193151,-0.0206,0.8,0.95
44,1999,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws governing its behavior.

Class",0.523438,0.203613,0.137392,-0.055759,0.8,0.95
45,950,"Classical mechanics and quantum mechanics differ significantly in their treatment of determinism, which is the idea that the state of a system can be precisely predicted given complete knowledge of its initial conditions and the laws governing its behavior.

Classical",2.7e-05,0.450684,0.450676,0.313284,0.8,0.95
