step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,791,The,0.844727,1.0,0.475142,0.0,0.8,0.95
2,5133,The relationship,0.849609,0.343506,0.162172,-0.31297,0.8,0.95
3,1990,The relationship between,1.7e-05,0.335449,0.335446,0.173274,0.8,0.95
4,38696,The relationship between mathematics,0.000674,0.470947,0.47075,0.135304,0.8,0.95
5,323,The relationship between mathematics and,-0.0,0.391846,0.391846,-0.078904,0.8,0.95
6,7106,The relationship between mathematics and physical,0.000691,0.537109,0.536879,0.145033,0.8,0.95
7,8903,The relationship between mathematics and physical reality,-0.0,0.152954,0.152954,-0.383925,0.8,0.95
8,374,The relationship between mathematics and physical reality is,0.355957,0.40918,0.318682,0.165728,0.8,0.95
9,264,The relationship between mathematics and physical reality is a,0.016403,0.687988,0.680976,0.362294,0.8,0.95
10,8712,The relationship between mathematics and physical reality is a topic,1.550781,0.51416,0.018739,-0.662238,0.8,0.95
11,315,The relationship between mathematics and physical reality is a topic of,0.04126,0.527344,0.513825,0.495086,0.8,0.95
12,14529,The relationship between mathematics and physical reality is a topic of ongoing,0.142212,0.703613,0.641441,0.127616,0.8,0.95
13,11249,The relationship between mathematics and physical reality is a topic of ongoing debate,0.008736,0.453613,0.451151,-0.19029,0.8,0.95
14,4315,The relationship between mathematics and physical reality is a topic of ongoing debate among,0.318604,0.331787,0.266107,-0.185044,0.8,0.95
15,61787,The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers,0.832031,0.417725,0.201773,-0.064333,0.8,0.95
16,11,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers,",0.03775,0.422363,0.412457,0.210683,0.8,0.95
17,21651,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematic",0.327148,0.38623,0.307722,-0.104735,0.8,0.95
18,5493,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians",7.1e-05,0.360352,0.360336,0.052614,0.8,0.95
19,11,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians,",6e-06,0.422363,0.422362,0.062026,0.8,0.95
20,323,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and",1.1e-05,0.480713,0.48071,0.058348,0.8,0.95
21,14248,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists",0.349121,0.237305,0.185828,-0.294881,0.8,0.95
22,13,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists.",0.004948,0.304688,0.303751,0.117923,0.8,0.95
23,6104,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While",1.28125,0.459961,0.093793,-0.209958,0.8,0.95
24,1070,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While there",1.492188,0.27832,0.020276,-0.073517,0.8,0.95
25,374,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While there is",0.278076,0.417969,0.345753,0.325477,0.8,0.95
26,912,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While there is no",0.024963,0.313477,0.308614,-0.037138,0.8,0.95
27,24811,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While there is no consensus",0.933594,0.449951,0.188946,-0.119668,0.8,0.95
28,389,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While there is no consensus on",0.291016,0.45874,0.375792,0.186846,0.8,0.95
29,279,"The relationship between mathematics and physical reality is a topic of ongoing debate among philosophers, mathematicians, and scientists. While there is no consensus on the",0.672852,0.619629,0.360583,-0.015209,0.8,0.95
