step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,83696,(The,0.31958,1.0,0.801434,0.0,0.8,0.95
2,25565,(The forgotten,0.64502,0.538086,0.322436,-0.478998,0.8,0.95
3,99468,(The forgotten playwright,5.1e-05,0.202881,0.202874,-0.119561,0.8,0.95
4,11,"(The forgotten playwright,",1.0625,0.489014,0.166182,-0.036692,0.8,0.95
5,1457,"(The forgotten playwright, now",0.671387,0.687988,0.40099,0.234808,0.8,0.95
6,459,"(The forgotten playwright, now an",0.153076,0.656738,0.594275,0.193285,0.8,0.95
7,2362,"(The forgotten playwright, now an old",0.708496,0.591309,0.331007,-0.263268,0.8,0.95
8,893,"(The forgotten playwright, now an old man",1.110352,0.4104,0.127265,-0.203742,0.8,0.95
9,11,"(The forgotten playwright, now an old man,",0.671387,0.599609,0.349479,0.222214,0.8,0.95
10,23874,"(The forgotten playwright, now an old man, sits",0.169434,0.503418,0.450421,0.100942,0.8,0.95
11,304,"(The forgotten playwright, now an old man, sits in",0.714355,0.462158,0.257027,-0.193393,0.8,0.95
12,264,"(The forgotten playwright, now an old man, sits in a",0.683594,0.65625,0.377514,0.120486,0.8,0.95
13,5213,"(The forgotten playwright, now an old man, sits in a dim",1.008789,0.527832,0.196989,-0.180525,0.8,0.95
14,398,"(The forgotten playwright, now an old man, sits in a dimly",0.000187,0.59082,0.590752,0.393763,0.8,0.95
15,13318,"(The forgotten playwright, now an old man, sits in a dimly lit",0.010872,0.377197,0.374649,-0.216102,0.8,0.95
16,11,"(The forgotten playwright, now an old man, sits in a dimly lit,",1.338867,0.594238,0.0999,-0.274749,0.8,0.95
17,77973,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty",1.209961,0.528809,0.131255,0.031355,0.8,0.95
18,74721,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic",1.219727,0.563477,0.136441,0.005186,0.8,0.95
19,11,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic,",0.682617,0.569336,0.327861,0.19142,0.8,0.95
20,23712,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded",0.010651,0.450195,0.447216,0.119355,0.8,0.95
21,555,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by",1e-06,0.597168,0.597168,0.149951,0.8,0.95
22,14071,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellow",0.94873,0.473389,0.194336,-0.402832,0.8,0.95
23,291,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed",0.015976,0.578125,0.572386,0.37805,0.8,0.95
24,79688,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts",1.220703,0.408203,0.098595,-0.473791,0.8,0.95
25,323,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and",0.026398,0.416992,0.410153,0.311558,0.8,0.95
26,89417,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling",1.466797,0.69873,0.061927,-0.348226,0.8,0.95
27,5684,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper",1.521484,0.557617,0.030473,-0.031454,0.8,0.95
28,13,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper.",0.854004,0.187256,0.087894,0.057421,0.8,0.95
29,1283,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He",0.246338,0.272217,0.230552,0.142658,0.8,0.95
30,95502,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares",0.962402,0.336426,0.135252,-0.0953,0.8,0.95
31,704,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out",0.550781,0.556641,0.366147,0.230895,0.8,0.95
32,279,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the",0.019409,0.474365,0.468645,0.102497,0.8,0.95
33,3321,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window",0.365479,0.296387,0.229082,-0.239563,0.8,0.95
34,11,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window,",0.160522,0.583984,0.525739,0.296657,0.8,0.95
35,5675,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost",0.607422,0.373779,0.23271,-0.293028,0.8,0.95
36,304,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in",-0.0,0.469971,0.469971,0.23726,0.8,0.95
37,3463,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought",0.003,0.25708,0.256601,-0.21337,0.8,0.95
38,11,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought,",0.407227,0.46875,0.350145,0.093544,0.8,0.95
39,439,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as",0.005619,0.411133,0.409697,0.059552,0.8,0.95
40,279,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the",0.415283,0.654785,0.485831,0.076134,0.8,0.95
41,10578,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds",1.050781,0.309814,0.107541,-0.37829,0.8,0.95
42,315,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of",4.8e-05,0.349365,0.349355,0.241814,0.8,0.95
43,264,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a",0.956055,0.702637,0.285249,-0.064105,0.8,0.95
44,29827,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant",0.609863,0.827637,0.514021,0.228772,0.8,0.95
45,27803,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater",1.431641,0.417725,0.046147,-0.467874,0.8,0.95
46,5178,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance",1.478516,0.785156,0.06387,0.017723,0.8,0.95
47,1722,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo",1.305664,0.493408,0.093128,0.029259,0.8,0.95
48,1555,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through",0.105652,0.462891,0.432504,0.339376,0.8,0.95
49,279,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the",0.002434,0.635254,0.634293,0.201789,0.8,0.95
50,3805,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air",1.293945,0.19751,0.038717,-0.595576,0.8,0.95
51,13,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air.",0.719727,0.401611,0.222014,0.183297,0.8,0.95
52,1283,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He",0.793457,0.290039,0.147049,-0.074965,0.8,0.95
53,21881,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks",1.075195,0.352539,0.117023,-0.030026,0.8,0.95
54,311,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to",0.375732,0.354736,0.271921,0.154898,0.8,0.95
55,5678,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself",0.042114,0.333496,0.324769,0.052848,0.8,0.95
56,11,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself,",0.149292,0.512207,0.464695,0.139925,0.8,0.95
57,813,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his",0.102173,0.488525,0.457512,-0.007182,0.8,0.95
58,7899,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice",0.182739,0.52002,0.460975,0.003463,0.8,0.95
59,20025,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely",0.879395,0.489746,0.22215,-0.238826,0.8,0.95
60,3485,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above",0.156494,0.507324,0.457994,0.235845,0.8,0.95
61,264,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a",1e-06,0.602539,0.602539,0.144544,0.8,0.95
62,35955,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper",0.001564,0.189331,0.189147,-0.413392,0.8,0.95
63,9456,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

",0.050659,0.06488,0.062838,-0.126309,0.8,0.95
64,1,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""",1.061523,0.573242,0.195154,0.132315,0.8,0.95
65,25797,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""Ah",0.616699,0.244873,0.151043,-0.04411,0.8,0.95
66,11,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""Ah,",2e-06,0.45166,0.45166,0.300616,0.8,0.95
67,279,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""Ah, the",0.303467,0.553711,0.449306,-0.002353,0.8,0.95
68,96435,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""Ah, the fleeting",1.080078,0.638184,0.209905,-0.239401,0.8,0.95
69,7138,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""Ah, the fleeting nature",0.024445,0.35498,0.349589,0.139684,0.8,0.95
70,315,"(The forgotten playwright, now an old man, sits in a dimly lit, dusty attic, surrounded by yellowed manuscripts and crumbling paper. He stares out the window, lost in thought, as the sounds of a distant theater performance echo through the air. He speaks to himself, his voice barely above a whisper.)

""Ah, the fleeting nature of",-0.0,0.419189,0.419189,0.069601,0.8,0.95
