step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,28623,March,0.912598,1.0,0.432971,0.0,0.8,0.95
2,220,March ,-0.0,0.383789,0.383789,-0.049182,0.8,0.95
3,868,March 15,0.431396,0.168335,0.123214,-0.260575,0.8,0.95
4,339,March 15th,0.288574,0.759277,0.623138,0.499924,0.8,0.95
5,11,"March 15th,",0.658203,0.510254,0.301578,-0.32156,0.8,0.95
6,220,"March 15th, ",0.047272,0.349609,0.339341,0.037763,0.8,0.95
7,2366,"March 15th, 202",0.680664,0.348877,0.20133,-0.138011,0.8,0.95
8,18,"March 15th, 2023",0.0014,0.312744,0.312472,0.111142,0.8,0.95
9,271,"March 15th, 2023

",0.002491,0.387207,0.386608,0.074136,0.8,0.95
10,40,"March 15th, 2023

I",0.296143,0.253662,0.206987,-0.17962,0.8,0.95
11,649,"March 15th, 2023

I can",0.084229,0.411621,0.390079,0.183092,0.8,0.95
12,20025,"March 15th, 2023

I can barely",0.733887,0.44873,0.244114,-0.145965,0.8,0.95
13,4510,"March 15th, 2023

I can barely believe",0.188477,0.308105,0.272024,0.02791,0.8,0.95
14,1148,"March 15th, 2023

I can barely believe what",0.151855,0.487793,0.441768,0.169744,0.8,0.95
15,596,"March 15th, 2023

I can barely believe what's",0.391602,0.5625,0.425635,-0.016133,0.8,0.95
16,1027,"March 15th, 2023

I can barely believe what's been",0.710449,0.80957,0.452204,0.026569,0.8,0.95
17,12765,"March 15th, 2023

I can barely believe what's been happening",0.000578,0.343262,0.343138,-0.109066,0.8,0.95
18,311,"March 15th, 2023

I can barely believe what's been happening to",0.909668,0.476807,0.207311,-0.135827,0.8,0.95
19,757,"March 15th, 2023

I can barely believe what's been happening to me",0.000459,0.485107,0.484969,0.277658,0.8,0.95
20,13,"March 15th, 2023

I can barely believe what's been happening to me.",0.555664,0.416504,0.272704,-0.212265,0.8,0.95
21,7357,"March 15th, 2023

I can barely believe what's been happening to me. Every",1.246094,0.233398,0.052692,-0.220013,0.8,0.95
22,3814,"March 15th, 2023

I can barely believe what's been happening to me. Every night",0.014008,0.314453,0.311716,0.259025,0.8,0.95
23,11,"March 15th, 2023

I can barely believe what's been happening to me. Every night,",0.027679,0.656738,0.645444,0.333727,0.8,0.95
24,994,"March 15th, 2023

I can barely believe what's been happening to me. Every night, when",1.240234,0.483154,0.110835,-0.534608,0.8,0.95
25,279,"March 15th, 2023

I can barely believe what's been happening to me. Every night, when the",0.608398,0.506836,0.315242,0.204407,0.8,0.95
26,14356,"March 15th, 2023

I can barely believe what's been happening to me. Every night, when the studio",0.630859,0.442627,0.269128,-0.046114,0.8,0.95
27,374,"March 15th, 2023

I can barely believe what's been happening to me. Every night, when the studio is",0.650879,0.494385,0.294449,0.02532,0.8,0.95
