step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,99998,Blockchain,1.248047,1.0,0.224545,0.0,0.8,0.95
2,5557,Blockchain technology,0.010651,0.682129,0.677615,0.45307,0.8,0.95
3,374,Blockchain technology is,0.533691,0.459229,0.306948,-0.370667,0.8,0.95
4,264,Blockchain technology is a,0.217041,0.604004,0.522551,0.215603,0.8,0.95
5,49063,Blockchain technology is a decentralized,0.333008,0.620117,0.491809,-0.030742,0.8,0.95
6,11,"Blockchain technology is a decentralized,",0.0755,0.652344,0.621742,0.129932,0.8,0.95
7,4332,"Blockchain technology is a decentralized, distributed",0.280273,0.569336,0.47019,-0.151552,0.8,0.95
8,48033,"Blockchain technology is a decentralized, distributed ledger",0.416504,0.51709,0.383273,-0.086917,0.8,0.95
9,1887,"Blockchain technology is a decentralized, distributed ledger system",0.617188,0.717773,0.442522,0.059249,0.8,0.95
10,430,"Blockchain technology is a decentralized, distributed ledger system that",0.000584,0.583496,0.583284,0.140763,0.8,0.95
11,7576,"Blockchain technology is a decentralized, distributed ledger system that records",1.02832,0.383545,0.138486,-0.444798,0.8,0.95
12,14463,"Blockchain technology is a decentralized, distributed ledger system that records transactions",0.442383,0.526855,0.38204,0.243554,0.8,0.95
13,323,"Blockchain technology is a decentralized, distributed ledger system that records transactions and",0.524414,0.457764,0.308607,-0.073432,0.8,0.95
14,828,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data",0.008255,0.516602,0.513952,0.205344,0.8,0.95
15,4028,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across",0.299805,0.365967,0.297795,-0.216157,0.8,0.95
16,264,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a",0.42627,0.650879,0.47849,0.180695,0.8,0.95
17,4009,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network",0.004299,0.494629,0.493308,0.014818,0.8,0.95
18,315,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of",0.001207,0.535645,0.535243,0.041935,0.8,0.95
19,19002,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers",0.365479,0.484619,0.37457,-0.160673,0.8,0.95
20,13,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers.",0.992676,0.277832,0.10647,-0.2681,0.8,0.95
21,578,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The",0.868652,0.451416,0.207776,0.101306,0.8,0.95
22,16565,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles",1.110352,0.37915,0.117574,-0.090201,0.8,0.95
23,4920,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind",0.012497,0.414795,0.411574,0.294,0.8,0.95
24,18428,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain",0.104858,0.395752,0.369968,-0.041606,0.8,0.95
25,5557,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology",0.383301,0.817383,0.622716,0.252749,0.8,0.95
26,527,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are",0.734375,0.423584,0.230306,-0.392411,0.8,0.95
27,1473,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

",1.017578,0.362793,0.133415,-0.096891,0.8,0.95
28,16,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1",0.000949,0.384521,0.384295,0.25088,0.8,0.95
29,13,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1.",4.7e-05,0.308594,0.308585,-0.07571,0.8,0.95
30,3146,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **",0.716309,0.675781,0.375013,0.066428,0.8,0.95
31,5005,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Dec",0.320312,0.270996,0.217062,-0.157951,0.8,0.95
32,46186,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentral",0.000103,0.296143,0.296124,0.079062,0.8,0.95
33,2065,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentralization",0.068604,0.400391,0.383324,0.0872,0.8,0.95
34,96618,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentralization**:",0.01619,0.289795,0.28688,-0.096444,0.8,0.95
35,43985,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentralization**: Blockchain",0.697754,0.474365,0.268709,-0.01817,0.8,0.95
36,27149,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentralization**: Blockchain operates",1.292969,0.454346,0.08934,-0.17937,0.8,0.95
37,389,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentralization**: Blockchain operates on",1.029297,0.561035,0.202232,0.112892,0.8,0.95
38,264,"Blockchain technology is a decentralized, distributed ledger system that records transactions and data across a network of computers. The principles behind blockchain technology are:

1. **Decentralization**: Blockchain operates on a",0.008186,0.723145,0.719466,0.517234,0.8,0.95
