step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,58,[,1.388672,1.0,0.13717,0.0,0.8,0.95
2,10224,[Scene,1.164062,0.318848,0.088234,-0.048936,0.8,0.95
3,25,[Scene:,0.000862,0.339111,0.33893,0.250696,0.8,0.95
4,362,[Scene: A,0.271484,0.458496,0.381156,0.042226,0.8,0.95
5,11594,[Scene: A quiet,1.300781,0.681152,0.130631,-0.250525,0.8,0.95
6,11,"[Scene: A quiet,",0.555664,0.646973,0.423603,0.292972,0.8,0.95
7,18266,"[Scene: A quiet, moon",1.067383,0.286621,0.096533,-0.32707,0.8,0.95
8,32735,"[Scene: A quiet, moonlit",0.022491,0.310791,0.306448,0.209914,0.8,0.95
9,13952,"[Scene: A quiet, moonlit forest",1.314453,0.457275,0.083811,-0.222636,0.8,0.95
10,13,"[Scene: A quiet, moonlit forest.",0.349609,0.234375,0.183463,0.099652,0.8,0.95
11,9220,"[Scene: A quiet, moonlit forest. Two",0.50293,0.280029,0.192524,0.009061,0.8,0.95
12,7931,"[Scene: A quiet, moonlit forest. Two individuals",0.992188,0.37085,0.142228,-0.050296,0.8,0.95
13,11,"[Scene: A quiet, moonlit forest. Two individuals,",4.1e-05,0.332031,0.332023,0.189795,0.8,0.95
14,43912,"[Scene: A quiet, moonlit forest. Two individuals, Á",0.928223,0.276367,0.116976,-0.215047,0.8,0.95
15,21127,"[Scene: A quiet, moonlit forest. Two individuals, Ásta",0.342285,0.25708,0.202406,0.08543,0.8,0.95
16,323,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and",0.004574,0.419189,0.417998,0.215592,0.8,0.95
17,622,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and J",1.308594,0.353516,0.066081,-0.351917,0.8,0.95
18,3244,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón",0.085693,0.354492,0.335618,0.269537,0.8,0.95
19,11,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón,",0.256592,0.217041,0.182438,-0.153179,0.8,0.95
20,2559,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand",0.786133,0.476074,0.243535,0.061097,0.8,0.95
21,13176,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing",0.15271,0.468506,0.424052,0.180517,0.8,0.95
22,1855,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each",9.5e-05,0.295166,0.295149,-0.128903,0.8,0.95
23,1023,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other",0.003191,0.179565,0.179209,-0.115939,0.8,0.95
24,11,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other,",0.086182,0.554199,0.524523,0.345314,0.8,0.95
25,872,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their",0.283447,0.568359,0.468262,-0.056261,0.8,0.95
26,24196,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices",1.148438,0.394287,0.112938,-0.355324,0.8,0.95
27,20025,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely",0.901855,0.554688,0.243866,0.130928,0.8,0.95
28,3485,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above",0.679199,0.536133,0.309879,0.066013,0.8,0.95
29,264,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a",0.000225,0.645996,0.645906,0.336026,0.8,0.95
30,35955,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper",0.001472,0.217529,0.21733,-0.428575,0.8,0.95
31,36284,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

",0.384277,0.095642,0.072806,-0.144524,0.8,0.95
32,44801,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Á",0.006897,0.207764,0.206873,0.134067,0.8,0.95
33,21127,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta",0.000679,0.192383,0.192302,-0.014572,0.8,0.95
34,25,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta:",0.460449,0.468506,0.33447,0.142168,0.8,0.95
35,320,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (",0.259277,0.320068,0.268506,-0.065964,0.8,0.95
36,258,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in",0.574219,0.476074,0.306219,0.037713,0.8,0.95
37,264,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a",1.217773,0.637207,0.155067,-0.151152,0.8,0.95
38,305,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a h",0.890137,0.321533,0.143702,-0.011366,0.8,0.95
39,13933,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy",0.599609,0.291016,0.182595,0.038893,0.8,0.95
40,11,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy,",0.343262,0.645996,0.508218,0.325622,0.8,0.95
41,8063,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dream",0.493164,0.374268,0.259584,-0.248633,0.8,0.95
42,4908,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike",0.587402,0.54834,0.34821,0.088626,0.8,0.95
43,16630,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone",0.180298,0.31543,0.280094,-0.068117,0.8,0.95
44,8,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone)",0.031372,0.166504,0.163258,-0.116835,0.8,0.95
45,330,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) """,1.331055,0.818848,0.141635,-0.021623,0.8,0.95
46,37,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""F",1.361328,0.34082,0.052541,-0.089095,0.8,0.95
47,40381,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregn",1.320312,0.321289,0.057718,0.005177,0.8,0.95
48,404,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir",0.928711,0.736816,0.311643,0.253926,0.8,0.95
49,19216,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á",1.548828,0.747559,0.028152,-0.283491,0.8,0.95
50,29830,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á má",1.435547,0.603516,0.065207,0.037054,0.8,0.95
51,5683,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt",1.21875,0.550293,0.133583,0.068376,0.8,0.95
52,7673,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt?""",1.512695,0.190063,0.011425,-0.122158,0.8,0.95
53,320,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt?"" (",0.553223,0.441895,0.289999,0.278575,0.8,0.95
54,3923,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt?"" (What",1.169922,0.3125,0.08534,-0.20466,0.8,0.95
55,656,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt?"" (What do",1.104492,0.575684,0.180615,0.095276,0.8,0.95
56,499,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt?"" (What do you",0.08136,0.541992,0.514594,0.333978,0.8,0.95
57,1390,"[Scene: A quiet, moonlit forest. Two individuals, Ásta and Jón, stand facing each other, their voices barely above a whisper.]

Ásta: (in a hazy, dreamlike tone) ""Fregnir á mátt?"" (What do you want",0.935059,0.389404,0.163166,-0.351427,0.8,0.95
