step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,36448,Feedback,0.132202,1.0,0.917858,0.0,0.8,0.95
2,30853,Feedback loops,0.0019,0.452881,0.452346,-0.465512,0.8,0.95
3,1514,Feedback loops play,0.569824,0.401123,0.259105,-0.193242,0.8,0.95
4,264,Feedback loops play a,0.000239,0.737305,0.737195,0.47809,0.8,0.95
5,16996,Feedback loops play a crucial,0.047974,0.541504,0.525363,-0.211832,0.8,0.95
6,3560,Feedback loops play a crucial role,0.000171,0.472168,0.472118,-0.053245,0.8,0.95
7,304,Feedback loops play a crucial role in,-0.0,0.515625,0.515625,0.043507,0.8,0.95
8,20958,Feedback loops play a crucial role in maintaining,0.005978,0.556152,0.554087,0.038462,0.8,0.95
9,2162,Feedback loops play a crucial role in maintaining home,0.00296,0.30835,0.307782,-0.246304,0.8,0.95
10,537,Feedback loops play a crucial role in maintaining homeost,-0.0,0.399658,0.399658,0.091876,0.8,0.95
11,10949,Feedback loops play a crucial role in maintaining homeostasis,1e-06,0.204468,0.204468,-0.195191,0.8,0.95
12,304,Feedback loops play a crucial role in maintaining homeostasis in,0.062561,0.481445,0.462731,0.258263,0.8,0.95
13,2225,Feedback loops play a crucial role in maintaining homeostasis in both,0.250488,0.771973,0.651825,0.189094,0.8,0.95
14,24156,Feedback loops play a crucial role in maintaining homeostasis in both biological,0.000216,0.485107,0.485042,-0.166783,0.8,0.95
15,323,Feedback loops play a crucial role in maintaining homeostasis in both biological and,0.000682,0.349854,0.349705,-0.135337,0.8,0.95
16,30116,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological,0.000233,0.464844,0.464777,0.115071,0.8,0.95
17,6067,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems,5e-06,0.36499,0.364989,-0.099787,0.8,0.95
18,13,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems.,0.018585,0.371338,0.36705,0.002061,0.8,0.95
19,5492,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Home,0.911133,0.191772,0.083206,-0.283843,0.8,0.95
20,537,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeost,1e-06,0.384033,0.384033,0.300826,0.8,0.95
21,10949,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis,1e-06,0.176392,0.176391,-0.207641,0.8,0.95
22,19813,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers,0.703613,0.48999,0.275777,0.099385,0.8,0.95
23,311,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to,-0.0,0.504395,0.504395,0.228618,0.8,0.95
24,279,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the,0.001133,0.716309,0.715804,0.21141,0.8,0.95
25,5845,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability,0.073792,0.406982,0.388323,-0.327482,0.8,0.95
26,315,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of,0.031433,0.526855,0.516566,0.128243,0.8,0.95
27,264,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a,0.290527,0.681152,0.558194,0.041629,0.8,0.95
28,1887,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system,0.003214,0.437744,0.43687,-0.121324,0.8,0.95
29,311,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to,0.000538,0.54541,0.545228,0.108358,0.8,0.95
30,10519,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain,0.292969,0.465088,0.380427,-0.164801,0.8,0.95
31,264,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a,0.010788,0.734863,0.729938,0.34951,0.8,0.95
32,15528,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable,0.215088,0.675293,0.585046,-0.144892,0.8,0.95
33,5419,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal,0.014603,0.712402,0.705939,0.120893,0.8,0.95
34,4676,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment,0.000339,0.437012,0.43692,-0.269019,0.8,0.95
35,8994,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite,0.018021,0.306152,0.302724,-0.134195,0.8,0.95
36,4442,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes,0.262207,0.4729,0.395856,0.093132,0.8,0.95
37,304,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in,0.000638,0.527344,0.527135,0.131278,0.8,0.95
38,9434,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external,0.426025,0.663574,0.487923,-0.039211,0.8,0.95
39,4787,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions,0.007534,0.368896,0.36717,-0.120754,0.8,0.95
40,13,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions.,0.420654,0.313721,0.231724,-0.135445,0.8,0.95
41,37957,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback,0.15564,0.303711,0.274341,0.042616,0.8,0.95
42,30853,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops,0.003475,0.366211,0.36542,0.091079,0.8,0.95
43,1520,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help,1.013672,0.570801,0.211293,-0.154127,0.8,0.95
44,311,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to,0.95459,0.799805,0.325425,0.114131,0.8,0.95
45,11322,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve,0.819824,0.344727,0.169128,-0.156297,0.8,0.95
46,420,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this,0.468506,0.618164,0.438217,0.269089,0.8,0.95
47,20334,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability,0.275635,0.541504,0.448765,0.010548,0.8,0.95
48,555,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by,0.00021,0.362793,0.362746,-0.086019,0.8,0.95
49,16967,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring,1.407227,0.329346,0.041379,-0.321366,0.8,0.95
50,323,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring and,0.738281,0.313965,0.169943,0.128564,0.8,0.95
51,43468,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring and adjusting,1.025391,0.350098,0.127047,-0.042896,0.8,0.95
52,279,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring and adjusting the,0.268066,0.742188,0.618569,0.491523,0.8,0.95
53,1887,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring and adjusting the system,0.010445,0.501465,0.498211,-0.120359,0.8,0.95
54,596,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring and adjusting the system's,0.034149,0.601562,0.588799,0.090588,0.8,0.95
55,7865,Feedback loops play a crucial role in maintaining homeostasis in both biological and technological systems. Homeostasis refers to the ability of a system to maintain a stable internal environment despite changes in external conditions. Feedback loops help to achieve this stability by monitoring and adjusting the system's behavior,1.305664,0.381348,0.071978,-0.516821,0.8,0.95
