step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,644,In,0.088745,1.0,0.94486,0.0,0.8,0.95
2,279,In the,0.378906,0.564453,0.431565,-0.513294,0.8,0.95
3,4851,In the heart,0.147949,0.374268,0.339863,-0.091703,0.8,0.95
4,315,In the heart of,0.000173,0.422607,0.422562,0.082699,0.8,0.95
5,264,In the heart of a,0.597656,0.626465,0.39383,-0.028732,0.8,0.95
6,69532,In the heart of a mystical,1.134766,0.64209,0.189372,-0.204459,0.8,0.95
7,13952,In the heart of a mystical forest,0.014816,0.394287,0.390657,0.201285,0.8,0.95
8,11,"In the heart of a mystical forest,",0.002253,0.650879,0.649968,0.259311,0.8,0.95
9,1070,"In the heart of a mystical forest, there",1.194336,0.623047,0.160695,-0.489273,0.8,0.95
10,14980,"In the heart of a mystical forest, there stood",0.014038,0.404053,0.400528,0.239834,0.8,0.95
11,459,"In the heart of a mystical forest, there stood an",0.11377,0.57373,0.533174,0.132646,0.8,0.95
12,14154,"In the heart of a mystical forest, there stood an ancient",0.003687,0.643066,0.641593,0.108419,0.8,0.95
13,5021,"In the heart of a mystical forest, there stood an ancient tree",0.073547,0.388672,0.370911,-0.270683,0.8,0.95
14,11,"In the heart of a mystical forest, there stood an ancient tree,",1.383789,0.80127,0.112341,-0.25857,0.8,0.95
15,1202,"In the heart of a mystical forest, there stood an ancient tree, its",0.217285,0.494873,0.428062,0.315721,0.8,0.95
16,54842,"In the heart of a mystical forest, there stood an ancient tree, its bark",0.88916,0.52002,0.232726,-0.195336,0.8,0.95
17,38817,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted",0.669922,0.504883,0.294727,0.062001,0.8,0.95
18,323,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and",0.174194,0.536621,0.478541,0.183814,0.8,0.95
19,39719,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gn",0.02298,0.343994,0.339083,-0.139458,0.8,0.95
20,277,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnar",3.3e-05,0.390869,0.390861,0.051779,0.8,0.95
21,839,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled",1e-06,0.236816,0.236816,-0.154045,0.8,0.95
22,449,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with",0.049805,0.475586,0.460869,0.224052,0.8,0.95
23,279,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the",0.502441,0.68457,0.470858,0.009989,0.8,0.95
24,4785,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight",0.970215,0.379395,0.150685,-0.320173,0.8,0.95
25,315,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of",1e-06,0.479248,0.479248,0.328563,0.8,0.95
26,24552,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries",0.973633,0.390137,0.154123,-0.325125,0.8,0.95
27,13,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries.",0.004223,0.29248,0.291713,0.13759,0.8,0.95
28,578,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The",1.233398,0.451416,0.105472,-0.186241,0.8,0.95
29,5021,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree",0.393555,0.287598,0.217272,0.1118,0.8,0.95
30,596,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's",0.997559,0.317627,0.120756,-0.096516,0.8,0.95
31,836,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name",0.147461,0.217285,0.197377,0.076621,0.8,0.95
32,574,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was",0.00642,0.413574,0.411924,0.214548,0.8,0.95
33,27965,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eld",1.316406,0.239868,0.043673,-0.368251,0.8,0.95
34,1907,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eldrid",0.027756,0.441895,0.434274,0.390601,0.8,0.95
35,64,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eldrida",0.508301,0.697266,0.477052,0.042778,0.8,0.95
36,11,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eldrida,",7e-06,0.488037,0.488035,0.010983,0.8,0.95
37,323,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eldrida, and",0.122681,0.487549,0.450385,-0.03765,0.8,0.95
38,433,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eldrida, and it",0.515625,0.443848,0.30165,-0.148735,0.8,0.95
39,574,"In the heart of a mystical forest, there stood an ancient tree, its bark twisted and gnarled with the weight of centuries. The tree's name was Eldrida, and it was",0.108582,0.485352,0.452607,0.150957,0.8,0.95
