step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,59387,Emer,0.65918,1.0,0.590429,0.0,0.8,0.95
2,29355,Emergence,0.00026,0.19458,0.194549,-0.39588,0.8,0.95
3,374,Emergence is,0.333252,0.463867,0.367818,0.17327,0.8,0.95
4,264,Emergence is a,0.097107,0.615723,0.578572,0.210754,0.8,0.95
5,16188,Emergence is a fundamental,0.887695,0.664551,0.298014,-0.280559,0.8,0.95
6,7434,Emergence is a fundamental concept,0.003008,0.382812,0.382097,0.084083,0.8,0.95
7,304,Emergence is a fundamental concept in,0.007729,0.342529,0.340884,-0.041213,0.8,0.95
8,6485,Emergence is a fundamental concept in complex,0.588379,0.591797,0.375448,0.034563,0.8,0.95
9,6067,Emergence is a fundamental concept in complex systems,0.010017,0.523926,0.520665,0.145217,0.8,0.95
10,10334,Emergence is a fundamental concept in complex systems theory,1.042969,0.717773,0.252633,-0.268032,0.8,0.95
11,430,Emergence is a fundamental concept in complex systems theory that,0.695312,0.524902,0.298133,0.0455,0.8,0.95
12,19813,Emergence is a fundamental concept in complex systems theory that refers,0.244141,0.434326,0.368442,0.070309,0.8,0.95
13,311,Emergence is a fundamental concept in complex systems theory that refers to,-0.0,0.446289,0.446289,0.077847,0.8,0.95
14,279,Emergence is a fundamental concept in complex systems theory that refers to the,0.000831,0.685547,0.685193,0.238904,0.8,0.95
15,25885,Emergence is a fundamental concept in complex systems theory that refers to the phenomenon,0.214844,0.363525,0.314998,-0.370195,0.8,0.95
16,1405,Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where,0.072021,0.255371,0.243943,-0.071055,0.8,0.95
17,6485,Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex,0.688477,0.660156,0.377758,0.133815,0.8,0.95
18,6067,Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems,0.45752,0.452393,0.32379,-0.053969,0.8,0.95
19,31324,Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit,0.230835,0.459717,0.393782,0.069992,0.8,0.95
20,6012,Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties,0.84668,0.459961,0.217989,-0.175793,0.8,0.95
21,11,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties,",0.658203,0.409668,0.242128,0.02414,0.8,0.95
22,12912,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns",0.484375,0.416992,0.291495,0.049366,0.8,0.95
23,11,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns,",0.000136,0.566895,0.566847,0.275352,0.8,0.95
24,477,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or",0.027512,0.719238,0.706944,0.140097,0.8,0.95
25,28198,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors",0.182739,0.379395,0.336317,-0.370626,0.8,0.95
26,430,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that",0.0006,0.58252,0.582302,0.245985,0.8,0.95
27,4250,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot",0.737305,0.456787,0.247527,-0.334775,0.8,0.95
28,387,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be",1.3e-05,0.585938,0.585933,0.338406,0.8,0.95
29,19698,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted",0.193604,0.539062,0.474217,-0.111716,0.8,0.95
30,477,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or",0.48291,0.4729,0.331007,-0.14321,0.8,0.95
31,11497,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained",0.66748,0.483887,0.283205,-0.047802,0.8,0.95
32,555,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by",0.145874,0.513184,0.46667,0.183465,0.8,0.95
33,42118,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing",1.204102,0.589844,0.148552,-0.318118,0.8,0.95
34,872,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their",0.369629,0.687012,0.52923,0.380678,0.8,0.95
35,3927,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual",0.01503,0.819824,0.812168,0.282938,0.8,0.95
36,6956,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components",0.115784,0.485596,0.450662,-0.361506,0.8,0.95
37,477,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or",0.775391,0.443604,0.229885,-0.220776,0.8,0.95
38,5596,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts",0.440918,0.396973,0.288219,0.058334,0.8,0.95
39,304,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in",0.730957,0.425049,0.232005,-0.056214,0.8,0.95
40,31398,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation",1.4e-05,0.27417,0.274168,0.042163,0.8,0.95
41,13,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation.",0.002403,0.393555,0.392967,0.118799,0.8,0.95
42,763,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In",1.046875,0.340088,0.118874,-0.274093,0.8,0.95
43,1023,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other",0.004196,0.424805,0.423697,0.304823,0.8,0.95
44,4339,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words",5e-05,0.269531,0.269523,-0.154174,0.8,0.95
45,11,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words,",-0.0,0.356689,0.356689,0.087167,0.8,0.95
46,49179,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words, emergence",0.552246,0.245239,0.16109,-0.195599,0.8,0.95
47,13980,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words, emergence occurs",0.639648,0.425781,0.25656,0.09547,0.8,0.95
48,994,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words, emergence occurs when",1.3e-05,0.364746,0.364743,0.108183,0.8,0.95
49,279,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words, emergence occurs when the",0.081055,0.720703,0.684407,0.319664,0.8,0.95
50,4459,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words, emergence occurs when the whole",0.763184,0.4375,0.230041,-0.454366,0.8,0.95
51,374,"Emergence is a fundamental concept in complex systems theory that refers to the phenomenon where complex systems exhibit properties, patterns, or behaviors that cannot be predicted or explained by analyzing their individual components or parts in isolation. In other words, emergence occurs when the whole is",0.782715,0.484375,0.24881,0.018769,0.8,0.95
