step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,791,The,1.0,1.0,0.378665,0.0,0.8,0.95
2,41765,The intriguing,1.088867,0.698242,0.225846,-0.152819,0.8,0.95
3,5133,The intriguing relationship,0.499268,0.405518,0.279721,0.053875,0.8,0.95
4,1990,The intriguing relationship between,2.5e-05,0.300537,0.300532,0.020811,0.8,0.95
5,48602,The intriguing relationship between entropy,0.000424,0.440674,0.440558,0.140025,0.8,0.95
6,323,The intriguing relationship between entropy and,0.000234,0.415283,0.415223,-0.025335,0.8,0.95
7,2324,The intriguing relationship between entropy and life,2.2e-05,0.262207,0.262203,-0.153019,0.8,0.95
8,0,The intriguing relationship between entropy and life!,0.648926,0.341309,0.203693,-0.058511,0.8,0.95
9,1102,The intriguing relationship between entropy and life! It,1.129883,0.248413,0.074018,-0.129675,0.8,0.95
10,596,The intriguing relationship between entropy and life! It's,0.08429,0.420898,0.398855,0.324837,0.8,0.95
11,264,The intriguing relationship between entropy and life! It's a,0.110229,0.53125,0.494865,0.09601,0.8,0.95
12,27387,The intriguing relationship between entropy and life! It's a fascinating,0.879883,0.712891,0.323152,-0.171713,0.8,0.95
13,8712,The intriguing relationship between entropy and life! It's a fascinating topic,0.015991,0.358887,0.355321,0.032169,0.8,0.95
14,430,The intriguing relationship between entropy and life! It's a fascinating topic that,0.001315,0.485596,0.485199,0.129878,0.8,0.95
15,706,The intriguing relationship between entropy and life! It's a fascinating topic that has,0.031982,0.550293,0.539358,0.054159,0.8,0.95
16,87420,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled,0.123474,0.422363,0.38996,-0.149398,0.8,0.95
17,14248,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists,0.057312,0.452637,0.436518,0.046558,0.8,0.95
18,323,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and,0.054443,0.354004,0.342029,-0.09449,0.8,0.95
19,61787,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers,0.058563,0.365723,0.352415,0.010386,0.8,0.95
20,369,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for,0.265869,0.452881,0.378068,0.025653,0.8,0.95
21,24552,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries,0.137573,0.192139,0.175715,-0.202353,0.8,0.95
22,13,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries.,0.288086,0.34375,0.282219,0.106505,0.8,0.95
23,4968,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Ent,1.476562,0.169067,0.013958,-0.268261,0.8,0.95
24,18237,The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy,4.4e-05,0.240356,0.24035,0.226392,0.8,0.95
25,11,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy,",0.145508,0.496826,0.451909,0.211559,0.8,0.95
26,264,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a",0.603027,0.443604,0.277393,-0.174515,0.8,0.95
27,6767,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure",0.314941,0.43457,0.349532,0.072139,0.8,0.95
28,315,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of",-0.0,0.422852,0.422852,0.07332,0.8,0.95
29,19823,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder",0.020248,0.467041,0.461165,0.038314,0.8,0.95
30,477,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or",0.013641,0.470459,0.466471,0.005306,0.8,0.95
31,87790,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness",0.018845,0.407227,0.402458,-0.064013,0.8,0.95
32,11,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness,",0.30957,0.419922,0.339151,-0.063307,0.8,0.95
33,374,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is",0.993164,0.598145,0.229037,-0.110114,0.8,0.95
34,3629,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often",0.942871,0.638184,0.264311,0.035274,0.8,0.95
35,3970,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen",1.106445,0.556152,0.173813,-0.090498,0.8,0.95
36,439,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as",0.000474,0.640625,0.640436,0.466624,0.8,0.95
37,279,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as the",0.899414,0.581543,0.256555,-0.383881,0.8,0.95
38,14329,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as the opposite",1.275391,0.449219,0.093238,-0.163317,0.8,0.95
39,315,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as the opposite of",0.000337,0.273926,0.273868,0.180631,0.8,0.95
40,2324,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as the opposite of life",1.001953,0.380859,0.143756,-0.130112,0.8,0.95
41,11,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as the opposite of life,",0.101074,0.515625,0.483243,0.339487,0.8,0.95
42,902,"The intriguing relationship between entropy and life! It's a fascinating topic that has puzzled scientists and philosophers for centuries. Entropy, a measure of disorder or randomness, is often seen as the opposite of life, which",0.087463,0.439941,0.416033,-0.06721,0.8,0.95
