step,token,text_so_far,entropy,coherence,resonance,d_resonance,temperature,top_p
1,3923,What,1.285156,1.0,0.201488,0.0,0.8,0.95
2,264,What a,0.137085,0.556152,0.508782,0.307294,0.8,0.95
3,27387,What a fascinating,0.030441,0.489258,0.480004,-0.028778,0.8,0.95
4,8712,What a fascinating topic,0.052216,0.423584,0.409841,-0.070162,0.8,0.95
5,0,What a fascinating topic!,0.680176,0.371338,0.214404,-0.195437,0.8,0.95
6,6914,What a fascinating topic! Let,0.927734,0.242432,0.102686,-0.111718,0.8,0.95
7,596,What a fascinating topic! Let's,0.002289,0.424561,0.423957,0.321271,0.8,0.95
8,30963,What a fascinating topic! Let's dive,0.019424,0.455566,0.450068,0.026111,0.8,0.95
9,1139,What a fascinating topic! Let's dive into,0.179199,0.415527,0.369261,-0.080807,0.8,0.95
10,279,What a fascinating topic! Let's dive into the,0.126343,0.493408,0.454675,0.085414,0.8,0.95
11,1917,What a fascinating topic! Let's dive into the world,0.797852,0.392822,0.198087,-0.256588,0.8,0.95
12,315,What a fascinating topic! Let's dive into the world of,5.3e-05,0.446533,0.446518,0.248431,0.8,0.95
13,5655,What a fascinating topic! Let's dive into the world of deep,0.371094,0.499756,0.384525,-0.061993,0.8,0.95
14,6975,What a fascinating topic! Let's dive into the world of deep learning,0.000237,0.409912,0.409852,0.025326,0.8,0.95
15,4211,What a fascinating topic! Let's dive into the world of deep learning models,0.863281,0.674316,0.312622,-0.09723,0.8,0.95
16,323,What a fascinating topic! Let's dive into the world of deep learning models and,0.096313,0.373291,0.350952,0.03833,0.8,0.95
17,3823,What a fascinating topic! Let's dive into the world of deep learning models and human,1.150391,0.510742,0.145675,-0.205277,0.8,0.95
18,57351,What a fascinating topic! Let's dive into the world of deep learning models and human intuition,0.001466,0.327393,0.327094,0.181419,0.8,0.95
19,311,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to,0.463623,0.345215,0.24577,-0.081324,0.8,0.95
20,13488,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore,0.220581,0.330566,0.285261,0.03949,0.8,0.95
21,1268,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how,0.161865,0.577637,0.519542,0.234282,0.8,0.95
22,814,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they,0.019272,0.408936,0.404039,-0.115503,0.8,0.95
23,1920,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process,0.380615,0.269531,0.20579,-0.198249,0.8,0.95
24,27924,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty,0.001508,0.375,0.374649,0.168859,0.8,0.95
25,323,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and,0.889648,0.352295,0.157557,-0.217092,0.8,0.95
26,1148,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what,0.038025,0.445557,0.43503,0.277473,0.8,0.95
27,433,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it,0.865723,0.503418,0.232628,-0.202402,0.8,0.95
28,21667,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals,0.195312,0.369385,0.324558,0.091931,0.8,0.95
29,922,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about,1e-06,0.323242,0.323242,-0.001316,0.8,0.95
30,279,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about the,0.029099,0.483643,0.474898,0.151656,0.8,0.95
31,7138,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about the nature,8.1e-05,0.395508,0.395488,-0.079411,0.8,0.95
32,315,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about the nature of,1e-06,0.538086,0.538086,0.142598,0.8,0.95
33,33811,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about the nature of reasoning,0.000371,0.276611,0.276548,-0.261538,0.8,0.95
34,323,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about the nature of reasoning and,1.3e-05,0.405762,0.405759,0.129211,0.8,0.95
35,8830,What a fascinating topic! Let's dive into the world of deep learning models and human intuition to explore how they process uncertainty and what it reveals about the nature of reasoning and understanding,4e-06,0.235596,0.235595,-0.170163,0.8,0.95
